Date,Term,Rate
2014-12-25,698,0.001268741
2014-12-25,730,0.001268481
2014-12-25,1095,0.001179227
2014-12-25,1460,0.00179567
2014-12-25,1825,0.003580041
2014-12-25,2190,0.005337215
2014-12-25,2555,0.006935202
2014-12-25,2920,0.007664443
2014-12-25,3285,0.008099414
2014-12-25,3650,0.008131621
2014-12-25,4380,0.008611741
2014-12-25,5475,0.008222569
2014-12-25,7300,0.00686928
2014-12-25,9125,0.005596436
2014-12-25,10950,0.004503646
2014-12-25,14600,0.004235759
2014-12-25,18250,0.005572892
2014-12-26,0,0.001440438
2014-12-26,1,0.001450383
2014-12-26,2,0.001451735
2014-12-26,7,0.001579109
2014-12-26,14,0.00170421
2014-12-26,30,0.001568276
2014-12-26,61,0.001004068
2014-12-26,91,0.0007489
2014-12-26,122,0.000581948
2014-12-26,152,0.000555134
2014-12-26,182,0.000604272
2014-12-26,213,0.000706704
2014-12-26,243,0.0007002
2014-12-26,273,0.000566901
2014-12-26,304,0.000617297
2014-12-26,335,0.000768459
2014-12-26,365,0.000899011
2014-12-26,395,0.000987304
2014-12-26,425,0.001067699
2014-12-26,456,0.001137566
2014-12-26,486,0.001191299
2014-12-26,516,0.001230989
2014-12-26,547,0.001258195
2014-12-26,577,0.001274284
2014-12-26,607,0.001284576
2014-12-26,638,0.001283652
2014-12-26,668,0.001275489
2014-12-26,698,0.001268741
2014-12-26,730,0.001268481
2014-12-26,1095,0.001179227
2014-12-26,1460,0.00179567
2014-12-26,1825,0.003580041
2014-12-26,2190,0.005337215
2014-12-26,2555,0.006935202
2014-12-26,2920,0.007664443
2014-12-26,3285,0.008099414
2014-12-26,3650,0.008131621
2014-12-26,4380,0.008611741
2014-12-26,5475,0.008222569
2014-12-26,7300,0.00686928
2014-12-26,9125,0.005596436
2014-12-26,10950,0.004503646
2014-12-26,14600,0.004235759
2014-12-26,18250,0.005572892
2014-12-29,0,0.001440438
2014-12-29,1,0.001450383
2014-12-29,2,0.001451735
2014-12-29,7,0.001579109
2014-12-29,14,0.00170421
2014-12-29,30,0.001568276
2014-12-29,61,0.001004068
2014-12-29,91,0.0007489
2014-12-29,122,0.000581948
2014-12-29,152,0.000555134
2014-12-29,182,0.000604272
2014-12-29,213,0.000706704
2014-12-29,243,0.0007002
2014-12-29,273,0.000566901
2014-12-29,304,0.000617297
2014-12-29,335,0.000768459
2014-12-29,365,0.000899011
2014-12-29,395,0.000987304
2014-12-29,425,0.001067699
2014-12-29,456,0.001137566
2014-12-29,486,0.001191299
2014-12-29,516,0.001230989
2014-12-29,547,0.001258195
2014-12-29,577,0.001274284
2014-12-29,607,0.001284576
2014-12-29,638,0.001283652
2014-12-29,668,0.001275489
2014-12-29,698,0.001268741
2014-12-29,730,0.001268481
2014-12-29,1095,0.001179227
2014-12-29,1460,0.00179567
2014-12-29,1825,0.003580041
2014-12-29,2190,0.005337215
2014-12-29,2555,0.006935202
2014-12-29,2920,0.007664443
2014-12-29,3285,0.008099414
2014-12-29,3650,0.008131621
2014-12-29,4380,0.008611741
2014-12-29,5475,0.008222569
2014-12-29,7300,0.00686928
2014-12-29,9125,0.005596436
2014-12-29,10950,0.004503646
2014-12-29,14600,0.004235759
2014-12-29,18250,0.005572892
2014-12-30,0,0.001440438
2014-12-30,1,0.001450383
2014-12-30,2,0.001451735
2014-12-30,7,0.001579109
2014-12-30,14,0.00170421
2014-12-30,30,0.001568276
2014-12-30,61,0.001004068
2014-12-30,91,0.0007489
2014-12-30,122,0.000581948
2014-12-30,152,0.000555134
2014-12-30,182,0.000604272
2014-12-30,213,0.000706704
2014-12-30,243,0.0007002
2014-12-30,273,0.000566901
2014-12-30,304,0.000617297
2014-12-30,335,0.000768459
2014-12-30,365,0.000899011
2014-12-30,395,0.000987304
2014-12-30,425,0.001067699
2014-12-30,456,0.001137566
2014-12-30,486,0.001191299
2014-12-30,516,0.001230989
2014-12-30,547,0.001258195
2014-12-30,577,0.001274284
2014-12-30,607,0.001284576
2014-12-30,638,0.001283652
2014-12-30,668,0.001275489
2014-12-30,698,0.001268741
2014-12-30,730,0.001268481
2014-12-30,1095,0.001179227
2014-12-30,1460,0.00179567
2014-12-30,1825,0.003580041
2014-12-30,2190,0.005337215
2014-12-30,2555,0.006935202
2014-12-30,2920,0.007664443
2014-12-30,3285,0.008099414
2014-12-30,3650,0.008131621
2014-12-30,4380,0.008611741
2014-12-30,5475,0.008222569
2014-12-30,7300,0.00686928
2014-12-30,9125,0.005596436
2014-12-30,10950,0.004503646
2014-12-30,14600,0.004235759
2014-12-30,18250,0.005572892
2014-12-31,0,0.001503483
2014-12-31,1,0.001533928
2014-12-31,2,0.001541434
2014-12-31,7,0.001904656
2014-12-31,14,0.001997601
2014-12-31,30,0.001354714
2014-12-31,61,0.000904578
2014-12-31,91,0.000570539
2014-12-31,122,0.000383009
2014-12-31,152,0.000326071
2014-12-31,182,0.000351039
2014-12-31,213,0.000429517
2014-12-31,243,0.000538687
2014-12-31,273,0.00052803
2014-12-31,304,0.000513487
2014-12-31,335,0.00063596
2014-12-31,365,0.000673128
2014-12-31,395,0.000776972
2014-12-31,425,0.000875286
2014-12-31,456,0.000966807
2014-12-31,486,0.001043375
2014-12-31,516,0.001107209
2014-12-31,547,0.00115987
2014-12-31,577,0.001197769
2014-12-31,607,0.001222586
2014-12-31,638,0.00123992
2014-12-31,668,0.001243181
2014-12-31,698,0.001241893
2014-12-31,730,0.001234552
2014-12-31,1095,0.001042993
2014-12-31,1460,0.001649982
2014-12-31,1825,0.003394773
2014-12-31,2190,0.00497604
2014-12-31,2555,0.006423908
2014-12-31,2920,0.007148736
2014-12-31,3285,0.007593991
2014-12-31,3650,0.007788795
2014-12-31,4380,0.00804894
2014-12-31,5475,0.007716974
2014-12-31,7300,0.006549584
2014-12-31,9125,0.005264249
2014-12-31,10950,0.004245933
2014-12-31,14600,0.003999417
2014-12-31,18250,0.005247509
2015-01-01,0,0.001503483
2015-01-01,1,0.001533928
2015-01-01,2,0.001541434
2015-01-01,7,0.001904656
2015-01-01,14,0.001997601
2015-01-01,30,0.001354714
2015-01-01,61,0.000904578
2015-01-01,91,0.000570539
2015-01-01,122,0.000383009
2015-01-01,152,0.000326071
2015-01-01,182,0.000351039
2015-01-01,213,0.000429517
2015-01-01,243,0.000538687
2015-01-01,273,0.00052803
2015-01-01,304,0.000513487
2015-01-01,335,0.00063596
2015-01-01,365,0.000673128
2015-01-01,395,0.000776972
2015-01-01,425,0.000875286
2015-01-01,456,0.000966807
2015-01-01,486,0.001043375
2015-01-01,516,0.001107209
2015-01-01,547,0.00115987
2015-01-01,577,0.001197769
2015-01-01,607,0.001222586
2015-01-01,638,0.00123992
2015-01-01,668,0.001243181
2015-01-01,698,0.001241893
2015-01-01,730,0.001234552
2015-01-01,1095,0.001042993
2015-01-01,1460,0.001649982
2015-01-01,1825,0.003394773
2015-01-01,2190,0.00497604
2015-01-01,2555,0.006423908
2015-01-01,2920,0.007148736
2015-01-01,3285,0.007593991
2015-01-01,3650,0.007788795
2015-01-01,4380,0.00804894
2015-01-01,5475,0.007716974
2015-01-01,7300,0.006549584
2015-01-01,9125,0.005264249
2015-01-01,10950,0.004245933
2015-01-01,14600,0.003999417
2015-01-01,18250,0.005247509
2015-01-02,0,0.00152415
2015-01-02,1,0.001564072
2015-01-02,2,0.001604243
2015-01-02,7,0.002085994
2015-01-02,14,0.002123407
2015-01-02,30,0.001275388
2015-01-02,61,0.000802133
2015-01-02,91,0.000451929
2015-01-02,122,0.00027654
2015-01-02,152,0.000227416
2015-01-02,182,0.000262119
2015-01-02,213,0.000349744
2015-01-02,243,0.000453937
2015-01-02,273,0.00045263
2015-01-02,304,0.000488194
2015-01-02,335,0.000641062
2015-01-02,365,0.000673007
2015-01-02,395,0.000754367
2015-01-02,425,0.000839828
2015-01-02,456,0.00092529
2015-01-02,486,0.001003374
2015-01-02,516,0.00107535
2015-01-02,547,0.001143134
2015-01-02,577,0.001198743
2015-01-02,607,0.0012348
2015-01-02,638,0.00125557
2015-01-02,668,0.001257567
2015-01-02,698,0.00125207
2015-01-02,730,0.00123646
2015-01-02,1095,0.00104344
2015-01-02,1460,0.001685478
2015-01-02,1825,0.003372065
2015-01-02,2190,0.004967733
2015-01-02,2555,0.006361091
2015-01-02,2920,0.007093642
2015-01-02,3285,0.007497503
2015-01-02,3650,0.007493302
2015-01-02,4380,0.008116539
2015-01-02,5475,0.007767838
2015-01-02,7300,0.006453079
2015-01-02,9125,0.005192345
2015-01-02,10950,0.004204372
2015-01-02,14600,0.003969334
2015-01-02,18250,0.005210394
2015-01-03,0,0.001466845
2015-01-03,1,0.001468299
2015-01-03,2,0.001472822
2015-01-03,7,0.001508433
2015-01-03,14,0.001745331
2015-01-03,30,0.001697831
2015-01-03,61,0.001036633
2015-01-03,91,0.000702575
2015-01-03,122,0.000571687
2015-01-03,152,0.000480674
2015-01-03,182,8.41952E-05
2015-01-03,213,0.000174537
2015-01-03,243,0.000474235
2015-01-03,273,0.000482612
2015-01-03,304,0.00058075
2015-01-03,335,0.000765244
2015-01-03,365,0.000634947
2015-01-03,395,0.000719645
2015-01-03,425,0.000820942
2015-01-03,456,0.000920742
2015-01-03,486,0.001009189
2015-01-03,516,0.001091913
2015-01-03,547,0.001152689
2015-01-03,577,0.0011852
2015-01-03,607,0.001211137
2015-01-03,638,0.00123286
2015-01-03,668,0.001239552
2015-01-03,698,0.001247655
2015-01-03,730,0.001236756
2015-01-03,1095,0.001044939
2015-01-03,1460,0.001684848
2015-01-03,1825,0.003372283
2015-01-03,2190,0.004967669
2015-01-03,2555,0.006361076
2015-01-03,2920,0.00709344
2015-01-03,3285,0.007497283
2015-01-03,3650,0.007493483
2015-01-03,4380,0.008116225
2015-01-03,5475,0.007767806
2015-01-03,7300,0.006452952
2015-01-03,9125,0.005192254
2015-01-03,10950,0.00420422
2015-01-03,14600,0.003968481
2015-01-03,18250,0.005212602
2015-01-04,0,0.001466845
2015-01-04,1,0.001468299
2015-01-04,2,0.001472822
2015-01-04,7,0.001508433
2015-01-04,14,0.001745331
2015-01-04,30,0.001697831
2015-01-04,61,0.001036633
2015-01-04,91,0.000702575
2015-01-04,122,0.000571687
2015-01-04,152,0.000480674
2015-01-04,182,8.41952E-05
2015-01-04,213,0.000174537
2015-01-04,243,0.000474235
2015-01-04,273,0.000482612
2015-01-04,304,0.00058075
2015-01-04,335,0.000765244
2015-01-04,365,0.000634947
2015-01-04,395,0.000719645
2015-01-04,425,0.000820942
2015-01-04,456,0.000920742
2015-01-04,486,0.001009189
2015-01-04,516,0.001091913
2015-01-04,547,0.001152689
2015-01-04,577,0.0011852
2015-01-04,607,0.001211137
2015-01-04,638,0.00123286
2015-01-04,668,0.001239552
2015-01-04,698,0.001247655
2015-01-04,730,0.001236756
2015-01-04,1095,0.001044939
2015-01-04,1460,0.001684848
2015-01-04,1825,0.003372283
2015-01-04,2190,0.004967669
2015-01-04,2555,0.006361076
2015-01-04,2920,0.00709344
2015-01-04,3285,0.007497283
2015-01-04,3650,0.007493483
2015-01-04,4380,0.008116225
2015-01-04,5475,0.007767806
2015-01-04,7300,0.006452952
2015-01-04,9125,0.005192254
2015-01-04,10950,0.00420422
2015-01-04,14600,0.003968481
2015-01-04,18250,0.005212602
2015-01-05,0,0.001460223
2015-01-05,1,0.001316602
2015-01-05,2,0.001268122
2015-01-05,7,0.001535195
2015-01-05,14,0.001436442
2015-01-05,30,0.001185218
2015-01-05,61,0.000800556
2015-01-05,91,0.000460562
2015-01-05,122,0.000261489
2015-01-05,152,0.000191577
2015-01-05,182,0.000203303
2015-01-05,213,0.000267926
2015-01-05,243,0.000423674
2015-01-05,273,0.000497951
2015-01-05,304,0.000455308
2015-01-05,335,0.00053296
2015-01-05,365,0.000588642
2015-01-05,395,0.000672745
2015-01-05,425,0.000753635
2015-01-05,456,0.0008283
2015-01-05,486,0.000890228
2015-01-05,516,0.00094062
2015-01-05,547,0.000980483
2015-01-05,577,0.001007622
2015-01-05,607,0.001025755
2015-01-05,638,0.001045357
2015-01-05,668,0.00105756
2015-01-05,698,0.001065572
2015-01-05,730,0.001072462
2015-01-05,1095,0.00101485
2015-01-05,1460,0.001556023
2015-01-05,1825,0.003269626
2015-01-05,2190,0.004847321
2015-01-05,2555,0.006131674
2015-01-05,2920,0.006804814
2015-01-05,3285,0.007275882
2015-01-05,3650,0.007503706
2015-01-05,4380,0.00774725
2015-01-05,5475,0.007457337
2015-01-05,7300,0.006322559
2015-01-05,9125,0.005090117
2015-01-05,10950,0.00411183
2015-01-05,14600,0.003791668
2015-01-05,18250,0.005086665
2015-01-06,0,0.001460223
2015-01-06,1,0.001316602
2015-01-06,2,0.001268122
2015-01-06,7,0.001535195
2015-01-06,14,0.001436442
2015-01-06,30,0.001185218
2015-01-06,61,0.000800556
2015-01-06,91,0.000460562
2015-01-06,122,0.000261489
2015-01-06,152,0.000191577
2015-01-06,182,0.000203303
2015-01-06,213,0.000267926
2015-01-06,243,0.000423674
2015-01-06,273,0.000497951
2015-01-06,304,0.000455308
2015-01-06,335,0.00053296
2015-01-06,365,0.000588642
2015-01-06,395,0.000672745
2015-01-06,425,0.000753635
2015-01-06,456,0.0008283
2015-01-06,486,0.000890228
2015-01-06,516,0.00094062
2015-01-06,547,0.000980483
2015-01-06,577,0.001007622
2015-01-06,607,0.001025755
2015-01-06,638,0.001045357
2015-01-06,668,0.00105756
2015-01-06,698,0.001065572
2015-01-06,730,0.001072462
2015-01-06,1095,0.00101485
2015-01-06,1460,0.001556023
2015-01-06,1825,0.003269626
2015-01-06,2190,0.004847321
2015-01-06,2555,0.006131674
2015-01-06,2920,0.006804814
2015-01-06,3285,0.007275882
2015-01-06,3650,0.007503706
2015-01-06,4380,0.00774725
2015-01-06,5475,0.007457337
2015-01-06,7300,0.006322559
2015-01-06,9125,0.005090117
2015-01-06,10950,0.00411183
2015-01-06,14600,0.003791668
2015-01-06,18250,0.005086665
2015-01-07,0,0.001523229
2015-01-07,1,0.001556514
2015-01-07,2,0.001601184
2015-01-07,7,0.001747077
2015-01-07,14,0.001617044
2015-01-07,30,0.001277215
2015-01-07,61,0.000856992
2015-01-07,91,0.000506431
2015-01-07,122,0.000293247
2015-01-07,152,0.000209991
2015-01-07,182,0.000208823
2015-01-07,213,0.000256584
2015-01-07,243,0.000376492
2015-01-07,273,0.000472061
2015-01-07,304,0.000392191
2015-01-07,335,0.000454663
2015-01-07,365,0.000741867
2015-01-07,395,0.000765432
2015-01-07,425,0.000799769
2015-01-07,456,0.000835469
2015-01-07,486,0.000870543
2015-01-07,516,0.000903065
2015-01-07,547,0.000933254
2015-01-07,577,0.000956583
2015-01-07,607,0.000970258
2015-01-07,638,0.000983755
2015-01-07,668,0.000992752
2015-01-07,698,0.000989119
2015-01-07,730,0.000998778
2015-01-07,1095,0.000913266
2015-01-07,1460,0.001496678
2015-01-07,1825,0.003122462
2015-01-07,2190,0.004641445
2015-01-07,2555,0.00595598
2015-01-07,2920,0.006632486
2015-01-07,3285,0.007056822
2015-01-07,3650,0.00705703
2015-01-07,4380,0.007588333
2015-01-07,5475,0.007308226
2015-01-07,7300,0.006080331
2015-01-07,9125,0.004902603
2015-01-07,10950,0.003949431
2015-01-07,14600,0.003690203
2015-01-07,18250,0.004907832
2015-01-08,0,0.001488044
2015-01-08,1,0.001425204
2015-01-08,2,0.001346563
2015-01-08,7,0.00153471
2015-01-08,14,0.001493558
2015-01-08,30,0.001268815
2015-01-08,61,0.000839742
2015-01-08,91,0.000493938
2015-01-08,122,0.000285859
2015-01-08,152,0.000203148
2015-01-08,182,0.000203759
2015-01-08,213,0.000254611
2015-01-08,243,0.000395856
2015-01-08,273,0.000489062
2015-01-08,304,0.000404361
2015-01-08,335,0.00049367
2015-01-08,365,0.000729835
2015-01-08,395,0.000744156
2015-01-08,425,0.000777509
2015-01-08,456,0.000816944
2015-01-08,486,0.00086059
2015-01-08,516,0.000905956
2015-01-08,547,0.000953526
2015-01-08,577,0.000993818
2015-01-08,607,0.001016818
2015-01-08,638,0.001033281
2015-01-08,668,0.001036546
2015-01-08,698,0.001023184
2015-01-08,730,0.001014803
2015-01-08,1095,0.000918505
2015-01-08,1460,0.001552609
2015-01-08,1825,0.003093357
2015-01-08,2190,0.004611651
2015-01-08,2555,0.005995662
2015-01-08,2920,0.006585615
2015-01-08,3285,0.006987135
2015-01-08,3650,0.007133018
2015-01-08,4380,0.007496482
2015-01-08,5475,0.007290791
2015-01-08,7300,0.006055909
2015-01-08,9125,0.004894059
2015-01-08,10950,0.003971466
2015-01-08,14600,0.003672424
2015-01-08,18250,0.004910878
2015-01-09,0,0.001486319
2015-01-09,1,0.001421563
2015-01-09,2,0.00133879
2015-01-09,7,0.001575395
2015-01-09,14,0.00157264
2015-01-09,30,0.001269259
2015-01-09,61,0.000868473
2015-01-09,91,0.000493676
2015-01-09,122,0.000278255
2015-01-09,152,0.000186953
2015-01-09,182,0.000178585
2015-01-09,213,0.000223018
2015-01-09,243,0.00036768
2015-01-09,273,0.000425262
2015-01-09,304,0.000351191
2015-01-09,335,0.000484778
2015-01-09,365,0.000626759
2015-01-09,395,0.000662846
2015-01-09,425,0.000708452
2015-01-09,456,0.000762585
2015-01-09,486,0.000818475
2015-01-09,516,0.000875129
2015-01-09,547,0.000933077
2015-01-09,577,0.000983232
2015-01-09,607,0.001016526
2015-01-09,638,0.001042748
2015-01-09,668,0.001051871
2015-01-09,698,0.001048994
2015-01-09,730,0.001046549
2015-01-09,1095,0.00094778
2015-01-09,1460,0.001532148
2015-01-09,1825,0.003121635
2015-01-09,2190,0.004663094
2015-01-09,2555,0.006024692
2015-01-09,2920,0.006699978
2015-01-09,3285,0.007040972
2015-01-09,3650,0.007110666
2015-01-09,4380,0.007512382
2015-01-09,5475,0.007259816
2015-01-09,7300,0.006090652
2015-01-09,9125,0.004920546
2015-01-09,10950,0.0039498
2015-01-09,14600,0.0036984
2015-01-09,18250,0.004905074
2015-01-12,0,0.001438277
2015-01-12,1,0.001283223
2015-01-12,2,0.001297134
2015-01-12,7,0.00156637
2015-01-12,14,0.001495696
2015-01-12,30,0.001263949
2015-01-12,61,0.00084062
2015-01-12,91,0.000489174
2015-01-12,122,0.000275921
2015-01-12,152,0.000190389
2015-01-12,182,0.000187061
2015-01-12,213,0.000233513
2015-01-12,243,0.000294765
2015-01-12,273,0.000321571
2015-01-12,304,0.000274434
2015-01-12,335,0.000394963
2015-01-12,365,0.000713906
2015-01-12,395,0.000644754
2015-01-12,425,0.00060708
2015-01-12,456,0.000602535
2015-01-12,486,0.000626864
2015-01-12,516,0.000675229
2015-01-12,547,0.000747378
2015-01-12,577,0.000825134
2015-01-12,607,0.000883412
2015-01-12,638,0.000927435
2015-01-12,668,0.000955131
2015-01-12,698,0.000963249
2015-01-12,730,0.00098287
2015-01-12,1095,0.00086281
2015-01-12,1460,0.001530274
2015-01-12,1825,0.003043484
2015-01-12,2190,0.004497568
2015-01-12,2555,0.005888973
2015-01-12,2920,0.006417921
2015-01-12,3285,0.006789048
2015-01-12,3650,0.006908196
2015-01-12,4380,0.007327042
2015-01-12,5475,0.007094606
2015-01-12,7300,0.005951481
2015-01-12,9125,0.004819275
2015-01-12,10950,0.003841237
2015-01-12,14600,0.003598726
2015-01-12,18250,0.004766906
2015-01-13,0,0.001438277
2015-01-13,1,0.001283223
2015-01-13,2,0.001297134
2015-01-13,7,0.00156637
2015-01-13,14,0.001495696
2015-01-13,30,0.001263949
2015-01-13,61,0.00084062
2015-01-13,91,0.000489174
2015-01-13,122,0.000275921
2015-01-13,152,0.000190389
2015-01-13,182,0.000187061
2015-01-13,213,0.000233513
2015-01-13,243,0.000294765
2015-01-13,273,0.000321571
2015-01-13,304,0.000274434
2015-01-13,335,0.000394963
2015-01-13,365,0.000713906
2015-01-13,395,0.000644754
2015-01-13,425,0.00060708
2015-01-13,456,0.000602535
2015-01-13,486,0.000626864
2015-01-13,516,0.000675229
2015-01-13,547,0.000747378
2015-01-13,577,0.000825134
2015-01-13,607,0.000883412
2015-01-13,638,0.000927435
2015-01-13,668,0.000955131
2015-01-13,698,0.000963249
2015-01-13,730,0.00098287
2015-01-13,1095,0.00086281
2015-01-13,1460,0.001530274
2015-01-13,1825,0.003043484
2015-01-13,2190,0.004497568
2015-01-13,2555,0.005888973
2015-01-13,2920,0.006417921
2015-01-13,3285,0.006789048
2015-01-13,3650,0.006908196
2015-01-13,4380,0.007327042
2015-01-13,5475,0.007094606
2015-01-13,7300,0.005951481
2015-01-13,9125,0.004819275
2015-01-13,10950,0.003841237
2015-01-13,14600,0.003598726
2015-01-13,18250,0.004766906
2015-01-14,0,0.001491545
2015-01-14,1,0.001446825
2015-01-14,2,0.001367376
2015-01-14,7,0.001344251
2015-01-14,14,0.001428782
2015-01-14,30,0.001323611
2015-01-14,61,0.000846249
2015-01-14,91,0.00050668
2015-01-14,122,0.000282301
2015-01-14,152,0.000193662
2015-01-14,182,0.00018543
2015-01-14,213,0.000226255
2015-01-14,243,0.00033675
2015-01-14,273,0.000361088
2015-01-14,304,0.000247317
2015-01-14,335,0.000401473
2015-01-14,365,0.000656542
2015-01-14,395,0.000621146
2015-01-14,425,0.000622729
2015-01-14,456,0.000651087
2015-01-14,486,0.000702897
2015-01-14,516,0.000773689
2015-01-14,547,0.000864015
2015-01-14,577,0.000949559
2015-01-14,607,0.0009955
2015-01-14,638,0.001010546
2015-01-14,668,0.000987674
2015-01-14,698,0.000930638
2015-01-14,730,0.000863686
2015-01-14,1095,0.000802631
2015-01-14,1460,0.001536454
2015-01-14,1825,0.002820924
2015-01-14,2190,0.004301717
2015-01-14,2555,0.005594317
2015-01-14,2920,0.006135257
2015-01-14,3285,0.006493284
2015-01-14,3650,0.00667358
2015-01-14,4380,0.006886982
2015-01-14,5475,0.006750693
2015-01-14,7300,0.005639591
2015-01-14,9125,0.004463757
2015-01-14,10950,0.003586201
2015-01-14,14600,0.003442797
2015-01-14,18250,0.004506132
2015-01-15,0,0.001536131
2015-01-15,1,0.001573571
2015-01-15,2,0.00161285
2015-01-15,7,0.002129596
2015-01-15,14,0.002183657
2015-01-15,30,0.001305141
2015-01-15,61,0.000831915
2015-01-15,91,0.000451567
2015-01-15,122,0.000243804
2015-01-15,152,0.000162979
2015-01-15,182,0.000167844
2015-01-15,213,0.000222763
2015-01-15,243,0.000183609
2015-01-15,273,0.000143953
2015-01-15,304,0.000263157
2015-01-15,335,0.000481005
2015-01-15,365,0.000803818
2015-01-15,395,0.000635708
2015-01-15,425,0.000539822
2015-01-15,456,0.000491576
2015-01-15,486,0.000495343
2015-01-15,516,0.000541358
2015-01-15,547,0.000629606
2015-01-15,577,0.000734158
2015-01-15,607,0.00081514
2015-01-15,638,0.000869969
2015-01-15,668,0.000908429
2015-01-15,698,0.000932736
2015-01-15,730,0.000973782
2015-01-15,1095,0.00090916
2015-01-15,1460,0.001466213
2015-01-15,1825,0.002899231
2015-01-15,2190,0.004313508
2015-01-15,2555,0.005646366
2015-01-15,2920,0.006215428
2015-01-15,3285,0.006527241
2015-01-15,3650,0.006638544
2015-01-15,4380,0.0069664
2015-01-15,5475,0.006857933
2015-01-15,7300,0.005671919
2015-01-15,9125,0.004549912
2015-01-15,10950,0.003659174
2015-01-15,14600,0.003490991
2015-01-15,18250,0.004609979
2015-01-16,0,0.001509385
2015-01-16,1,0.001449534
2015-01-16,2,0.001368617
2015-01-16,7,0.001535833
2015-01-16,14,0.001556365
2015-01-16,30,0.001284584
2015-01-16,61,0.000803397
2015-01-16,91,0.000454794
2015-01-16,122,0.000251218
2015-01-16,152,0.000179096
2015-01-16,182,0.000191337
2015-01-16,213,0.000251639
2015-01-16,243,0.000220174
2015-01-16,273,0.000135501
2015-01-16,304,0.0002717
2015-01-16,335,0.000460944
2015-01-16,365,0.000561741
2015-01-16,395,0.00053166
2015-01-16,425,0.000517936
2015-01-16,456,0.000520474
2015-01-16,486,0.00053556
2015-01-16,516,0.000560737
2015-01-16,547,0.000596159
2015-01-16,577,0.000636869
2015-01-16,607,0.000675968
2015-01-16,638,0.000709224
2015-01-16,668,0.000742669
2015-01-16,698,0.000785918
2015-01-16,730,0.000846285
2015-01-16,1095,0.000920011
2015-01-16,1460,0.001435767
2015-01-16,1825,0.002869558
2015-01-16,2190,0.004233638
2015-01-16,2555,0.005522172
2015-01-16,2920,0.006073312
2015-01-16,3285,0.00641866
2015-01-16,3650,0.006439673
2015-01-16,4380,0.006787904
2015-01-16,5475,0.006643138
2015-01-16,7300,0.005554041
2015-01-16,9125,0.004467976
2015-01-16,10950,0.003548702
2015-01-16,14600,0.003410499
2015-01-16,18250,0.004492191
2015-01-19,0,0.001426196
2015-01-19,1,0.001265358
2015-01-19,2,0.001292009
2015-01-19,7,0.001720607
2015-01-19,14,0.001582298
2015-01-19,30,0.001257851
2015-01-19,61,0.000827102
2015-01-19,91,0.000533538
2015-01-19,122,0.000373081
2015-01-19,152,0.000338346
2015-01-19,182,0.000388516
2015-01-19,213,0.000481734
2015-01-19,243,0.000243441
2015-01-19,273,3.38991E-05
2015-01-19,304,0.000286571
2015-01-19,335,0.000449675
2015-01-19,365,0.000413483
2015-01-19,395,0.000487903
2015-01-19,425,0.000566021
2015-01-19,456,0.000645017
2015-01-19,486,0.000718159
2015-01-19,516,0.000787311
2015-01-19,547,0.00085495
2015-01-19,577,0.000914778
2015-01-19,607,0.000959422
2015-01-19,638,0.000969569
2015-01-19,668,0.000966874
2015-01-19,698,0.000968303
2015-01-19,730,0.000961745
2015-01-19,1095,0.00086388
2015-01-19,1460,0.001443206
2015-01-19,1825,0.002847414
2015-01-19,2190,0.004229806
2015-01-19,2555,0.005451656
2015-01-19,2920,0.006107419
2015-01-19,3285,0.006429582
2015-01-19,3650,0.006257819
2015-01-19,4380,0.00682203
2015-01-19,5475,0.006507162
2015-01-19,7300,0.00540813
2015-01-19,9125,0.004370783
2015-01-19,10950,0.00351462
2015-01-19,14600,0.00338486
2015-01-19,18250,0.004447484
2015-01-20,0,0.001428267
2015-01-20,1,0.001294754
2015-01-20,2,0.001595429
2015-01-20,7,0.002956928
2015-01-20,14,0.00165969
2015-01-20,30,0.001259029
2015-01-20,61,0.000843859
2015-01-20,91,0.000500159
2015-01-20,122,0.000367301
2015-01-20,152,0.000332453
2015-01-20,182,0.000391667
2015-01-20,213,0.000489201
2015-01-20,243,0.000243206
2015-01-20,273,3.13726E-05
2015-01-20,304,0.000271079
2015-01-20,335,0.000449448
2015-01-20,365,0.000435394
2015-01-20,395,0.000458907
2015-01-20,425,0.000515906
2015-01-20,456,0.000603678
2015-01-20,486,0.000712739
2015-01-20,516,0.000842641
2015-01-20,547,0.000996667
2015-01-20,577,0.001145798
2015-01-20,607,0.001248707
2015-01-20,638,0.001286912
2015-01-20,668,0.001282209
2015-01-20,698,0.001254634
2015-01-20,730,0.001195034
2015-01-20,1095,0.000775373
2015-01-20,1460,0.001488474
2015-01-20,1825,0.002874954
2015-01-20,2190,0.004161626
2015-01-20,2555,0.005402564
2015-01-20,2920,0.006004385
2015-01-20,3285,0.006247569
2015-01-20,3650,0.006320299
2015-01-20,4380,0.006636527
2015-01-20,5475,0.006392011
2015-01-20,7300,0.005271757
2015-01-20,9125,0.004237464
2015-01-20,10950,0.003421818
2015-01-20,14600,0.003408439
2015-01-20,18250,0.004324268
2015-01-21,0,0.001503853
2015-01-21,1,0.001459115
2015-01-21,2,0.0013823
2015-01-21,7,0.00133981
2015-01-21,14,0.001418407
2015-01-21,30,0.001251822
2015-01-21,61,0.000779355
2015-01-21,91,0.000450719
2015-01-21,122,0.000240973
2015-01-21,152,0.000167582
2015-01-21,182,0.000174512
2015-01-21,213,0.000233046
2015-01-21,243,0.000249673
2015-01-21,273,0.000194488
