Date,Term,Rate
2013-12-16,547,0.001148096
2013-12-16,577,0.001225766
2013-12-16,607,0.00131591
2013-12-16,638,0.00142267
2013-12-16,668,0.001540504
2013-12-16,698,0.001666095
2013-12-16,730,0.001800324
2013-12-16,1095,0.002466896
2013-12-16,1460,0.003224029
2013-12-16,1825,0.005833501
2013-12-16,2190,0.008658043
2013-12-16,2555,0.011221991
2013-12-16,2920,0.012505553
2013-12-16,3285,0.013170756
2013-12-16,3650,0.012973096
2013-12-16,4380,0.012866559
2013-12-16,5475,0.011673219
2013-12-16,7300,0.009461701
2013-12-16,9125,0.007874201
2013-12-16,10950,0.006094424
2013-12-16,14600,0.005736426
2013-12-16,18250,0.007542829
2013-12-17,0,0.001283493
2013-12-17,1,0.001248265
2013-12-17,2,0.001283824
2013-12-17,7,0.001749067
2013-12-17,14,0.001821806
2013-12-17,30,0.001228652
2013-12-17,61,0.00088443
2013-12-17,91,0.00056987
2013-12-17,122,0.000393787
2013-12-17,152,0.000327273
2013-12-17,182,0.000334371
2013-12-17,213,0.00038446
2013-12-17,243,0.000407799
2013-12-17,273,0.000399419
2013-12-17,304,0.000396564
2013-12-17,335,0.000328329
2013-12-17,365,0.000390615
2013-12-17,395,0.000525434
2013-12-17,425,0.000657264
2013-12-17,456,0.000785813
2013-12-17,486,0.000900308
2013-12-17,516,0.001003767
2013-12-17,547,0.001098644
2013-12-17,577,0.001186218
2013-12-17,607,0.001286317
2013-12-17,638,0.001402217
2013-12-17,668,0.001527431
2013-12-17,698,0.00165712
2013-12-17,730,0.001797841
2013-12-17,1095,0.002470907
2013-12-17,1460,0.003197181
2013-12-17,1825,0.005792235
2013-12-17,2190,0.008646243
2013-12-17,2555,0.011256268
2013-12-17,2920,0.012484303
2013-12-17,3285,0.013135244
2013-12-17,3650,0.013052629
2013-12-17,4380,0.012817139
2013-12-17,5475,0.011595217
2013-12-17,7300,0.009451661
2013-12-17,9125,0.007904628
2013-12-17,10950,0.006104818
2013-12-17,14600,0.005650144
2013-12-17,18250,0.007581364
2013-12-18,0,0.001283493
2013-12-18,1,0.001248265
2013-12-18,2,0.001283824
2013-12-18,7,0.001749067
2013-12-18,14,0.001821806
2013-12-18,30,0.001228652
2013-12-18,61,0.00088443
2013-12-18,91,0.00056987
2013-12-18,122,0.000393787
2013-12-18,152,0.000327273
2013-12-18,182,0.000334371
2013-12-18,213,0.00038446
2013-12-18,243,0.000407799
2013-12-18,273,0.000399419
2013-12-18,304,0.000396564
2013-12-18,335,0.000328329
2013-12-18,365,0.000390615
2013-12-18,395,0.000525434
2013-12-18,425,0.000657264
2013-12-18,456,0.000785813
2013-12-18,486,0.000900308
2013-12-18,516,0.001003767
2013-12-18,547,0.001098644
2013-12-18,577,0.001186218
2013-12-18,607,0.001286317
2013-12-18,638,0.001402217
2013-12-18,668,0.001527431
2013-12-18,698,0.00165712
2013-12-18,730,0.001797841
2013-12-18,1095,0.002470907
2013-12-18,1460,0.003197181
2013-12-18,1825,0.005792235
2013-12-18,2190,0.008646243
2013-12-18,2555,0.011256268
2013-12-18,2920,0.012484303
2013-12-18,3285,0.013135244
2013-12-18,3650,0.013052629
2013-12-18,4380,0.012817139
2013-12-18,5475,0.011595217
2013-12-18,7300,0.009451661
2013-12-18,9125,0.007904628
2013-12-18,10950,0.006104818
2013-12-18,14600,0.005650144
2013-12-18,18250,0.007581364
2013-12-19,0,0.001283493
2013-12-19,1,0.001248265
2013-12-19,2,0.001283824
2013-12-19,7,0.001749067
2013-12-19,14,0.001821806
2013-12-19,30,0.001228652
2013-12-19,61,0.00088443
2013-12-19,91,0.00056987
2013-12-19,122,0.000393787
2013-12-19,152,0.000327273
2013-12-19,182,0.000334371
2013-12-19,213,0.00038446
2013-12-19,243,0.000407799
2013-12-19,273,0.000399419
2013-12-19,304,0.000396564
2013-12-19,335,0.000328329
2013-12-19,365,0.000390615
2013-12-19,395,0.000525434
2013-12-19,425,0.000657264
2013-12-19,456,0.000785813
2013-12-19,486,0.000900308
2013-12-19,516,0.001003767
2013-12-19,547,0.001098644
2013-12-19,577,0.001186218
2013-12-19,607,0.001286317
2013-12-19,638,0.001402217
2013-12-19,668,0.001527431
2013-12-19,698,0.00165712
2013-12-19,730,0.001797841
2013-12-19,1095,0.002470907
2013-12-19,1460,0.003197181
2013-12-19,1825,0.005792235
2013-12-19,2190,0.008646243
2013-12-19,2555,0.011256268
2013-12-19,2920,0.012484303
2013-12-19,3285,0.013135244
2013-12-19,3650,0.013052629
2013-12-19,4380,0.012817139
2013-12-19,5475,0.011595217
2013-12-19,7300,0.009451661
2013-12-19,9125,0.007904628
2013-12-19,10950,0.006104818
2013-12-19,14600,0.005650144
2013-12-19,18250,0.007581364
2013-12-20,0,0.001283493
2013-12-20,1,0.001248265
2013-12-20,2,0.001283824
2013-12-20,7,0.001749067
2013-12-20,14,0.001821806
2013-12-20,30,0.001228652
2013-12-20,61,0.00088443
2013-12-20,91,0.00056987
2013-12-20,122,0.000393787
2013-12-20,152,0.000327273
2013-12-20,182,0.000334371
2013-12-20,213,0.00038446
2013-12-20,243,0.000407799
2013-12-20,273,0.000399419
2013-12-20,304,0.000396564
2013-12-20,335,0.000328329
2013-12-20,365,0.000390615
2013-12-20,395,0.000525434
2013-12-20,425,0.000657264
2013-12-20,456,0.000785813
2013-12-20,486,0.000900308
2013-12-20,516,0.001003767
2013-12-20,547,0.001098644
2013-12-20,577,0.001186218
2013-12-20,607,0.001286317
2013-12-20,638,0.001402217
2013-12-20,668,0.001527431
2013-12-20,698,0.00165712
2013-12-20,730,0.001797841
2013-12-20,1095,0.002470907
2013-12-20,1460,0.003197181
2013-12-20,1825,0.005792235
2013-12-20,2190,0.008646243
2013-12-20,2555,0.011256268
2013-12-20,2920,0.012484303
2013-12-20,3285,0.013135244
2013-12-20,3650,0.013052629
2013-12-20,4380,0.012817139
2013-12-20,5475,0.011595217
2013-12-20,7300,0.009451661
2013-12-20,9125,0.007904628
2013-12-20,10950,0.006104818
2013-12-20,14600,0.005650144
2013-12-20,18250,0.007581364
2013-12-23,0,0.001283493
2013-12-23,1,0.001248265
2013-12-23,2,0.001283824
2013-12-23,7,0.001749067
2013-12-23,14,0.001821806
2013-12-23,30,0.001228652
2013-12-23,61,0.00088443
2013-12-23,91,0.00056987
2013-12-23,122,0.000393787
2013-12-23,152,0.000327273
2013-12-23,182,0.000334371
2013-12-23,213,0.00038446
2013-12-23,243,0.000407799
2013-12-23,273,0.000399419
2013-12-23,304,0.000396564
2013-12-23,335,0.000328329
2013-12-23,365,0.000390615
2013-12-23,395,0.000525434
2013-12-23,425,0.000657264
2013-12-23,456,0.000785813
2013-12-23,486,0.000900308
2013-12-23,516,0.001003767
2013-12-23,547,0.001098644
2013-12-23,577,0.001186218
2013-12-23,607,0.001286317
2013-12-23,638,0.001402217
2013-12-23,668,0.001527431
2013-12-23,698,0.00165712
2013-12-23,730,0.001797841
2013-12-23,1095,0.002470907
2013-12-23,1460,0.003197181
2013-12-23,1825,0.005792235
2013-12-23,2190,0.008646243
2013-12-23,2555,0.011256268
2013-12-23,2920,0.012484303
2013-12-23,3285,0.013135244
2013-12-23,3650,0.013052629
2013-12-23,4380,0.012817139
2013-12-23,5475,0.011595217
2013-12-23,7300,0.009451661
2013-12-23,9125,0.007904628
2013-12-23,10950,0.006104818
2013-12-23,14600,0.005650144
2013-12-23,18250,0.007581364
2013-12-24,0,0.001273402
2013-12-24,1,0.001278244
2013-12-24,2,0.001277497
2013-12-24,7,0.001392239
2013-12-24,14,0.001802802
2013-12-24,30,0.001672759
2013-12-24,61,0.001086634
2013-12-24,91,0.000853211
2013-12-24,122,0.000684747
2013-12-24,152,0.000647286
2013-12-24,182,0.000677923
2013-12-24,213,0.00075589
2013-12-24,243,0.000822886
2013-12-24,273,0.00086287
2013-12-24,304,0.000940209
2013-12-24,335,0.001029626
2013-12-24,365,0.001166054
2013-12-24,395,0.001275125
2013-12-24,425,0.001381673
2013-12-24,456,0.001485043
2013-12-24,486,0.001576423
2013-12-24,516,0.001657491
2013-12-24,547,0.001729862
2013-12-24,577,0.001791991
2013-12-24,607,0.001854039
2013-12-24,638,0.001921019
2013-12-24,668,0.001992054
2013-12-24,698,0.002068186
2013-12-24,730,0.002157468
2013-12-24,1095,0.002463291
2013-12-24,1460,0.003171191
2013-12-24,1825,0.005788172
2013-12-24,2190,0.008625486
2013-12-24,2555,0.011126189
2013-12-24,2920,0.012262902
2013-12-24,3285,0.012944614
2013-12-24,3650,0.012812755
2013-12-24,4380,0.01296783
2013-12-24,5475,0.011847933
2013-12-24,7300,0.009552603
2013-12-24,9125,0.007920475
2013-12-24,10950,0.00613845
2013-12-24,14600,0.005848531
2013-12-24,18250,0.007765318
2013-12-25,0,0.001273402
2013-12-25,1,0.001278244
2013-12-25,2,0.001277497
2013-12-25,7,0.001392239
2013-12-25,14,0.001802802
2013-12-25,30,0.001672759
2013-12-25,61,0.001086634
2013-12-25,91,0.000853211
2013-12-25,122,0.000684747
2013-12-25,152,0.000647286
2013-12-25,182,0.000677923
2013-12-25,213,0.00075589
2013-12-25,243,0.000822886
2013-12-25,273,0.00086287
2013-12-25,304,0.000940209
2013-12-25,335,0.001029626
2013-12-25,365,0.001166054
2013-12-25,395,0.001275125
2013-12-25,425,0.001381673
2013-12-25,456,0.001485043
2013-12-25,486,0.001576423
2013-12-25,516,0.001657491
2013-12-25,547,0.001729862
2013-12-25,577,0.001791991
2013-12-25,607,0.001854039
2013-12-25,638,0.001921019
2013-12-25,668,0.001992054
2013-12-25,698,0.002068186
2013-12-25,730,0.002157468
2013-12-25,1095,0.002463291
2013-12-25,1460,0.003171191
2013-12-25,1825,0.005788172
2013-12-25,2190,0.008625486
2013-12-25,2555,0.011126189
2013-12-25,2920,0.012262902
2013-12-25,3285,0.012944614
2013-12-25,3650,0.012812755
2013-12-25,4380,0.01296783
2013-12-25,5475,0.011847933
2013-12-25,7300,0.009552603
2013-12-25,9125,0.007920475
2013-12-25,10950,0.00613845
2013-12-25,14600,0.005848531
2013-12-25,18250,0.007765318
2013-12-26,0,0.001273402
2013-12-26,1,0.001278244
2013-12-26,2,0.001277497
2013-12-26,7,0.001392239
2013-12-26,14,0.001802802
2013-12-26,30,0.001672759
2013-12-26,61,0.001086634
2013-12-26,91,0.000853211
2013-12-26,122,0.000684747
2013-12-26,152,0.000647286
2013-12-26,182,0.000677923
2013-12-26,213,0.00075589
2013-12-26,243,0.000822886
2013-12-26,273,0.00086287
2013-12-26,304,0.000940209
2013-12-26,335,0.001029626
2013-12-26,365,0.001166054
2013-12-26,395,0.001275125
2013-12-26,425,0.001381673
2013-12-26,456,0.001485043
2013-12-26,486,0.001576423
2013-12-26,516,0.001657491
2013-12-26,547,0.001729862
2013-12-26,577,0.001791991
2013-12-26,607,0.001854039
2013-12-26,638,0.001921019
2013-12-26,668,0.001992054
2013-12-26,698,0.002068186
2013-12-26,730,0.002157468
2013-12-26,1095,0.002463291
2013-12-26,1460,0.003171191
2013-12-26,1825,0.005788172
2013-12-26,2190,0.008625486
2013-12-26,2555,0.011126189
2013-12-26,2920,0.012262902
2013-12-26,3285,0.012944614
2013-12-26,3650,0.012812755
2013-12-26,4380,0.01296783
2013-12-26,5475,0.011847933
2013-12-26,7300,0.009552603
2013-12-26,9125,0.007920475
2013-12-26,10950,0.00613845
2013-12-26,14600,0.005848531
2013-12-26,18250,0.007765318
2013-12-27,0,0.001273402
2013-12-27,1,0.001278244
2013-12-27,2,0.001277497
2013-12-27,7,0.001392239
2013-12-27,14,0.001802802
2013-12-27,30,0.001672759
2013-12-27,61,0.001086634
2013-12-27,91,0.000853211
2013-12-27,122,0.000684747
2013-12-27,152,0.000647286
2013-12-27,182,0.000677923
2013-12-27,213,0.00075589
2013-12-27,243,0.000822886
2013-12-27,273,0.00086287
2013-12-27,304,0.000940209
2013-12-27,335,0.001029626
2013-12-27,365,0.001166054
2013-12-27,395,0.001275125
2013-12-27,425,0.001381673
2013-12-27,456,0.001485043
2013-12-27,486,0.001576423
2013-12-27,516,0.001657491
2013-12-27,547,0.001729862
2013-12-27,577,0.001791991
2013-12-27,607,0.001854039
2013-12-27,638,0.001921019
2013-12-27,668,0.001992054
2013-12-27,698,0.002068186
2013-12-27,730,0.002157468
2013-12-27,1095,0.002463291
2013-12-27,1460,0.003171191
2013-12-27,1825,0.005788172
2013-12-27,2190,0.008625486
2013-12-27,2555,0.011126189
2013-12-27,2920,0.012262902
2013-12-27,3285,0.012944614
2013-12-27,3650,0.012812755
2013-12-27,4380,0.01296783
2013-12-27,5475,0.011847933
2013-12-27,7300,0.009552603
2013-12-27,9125,0.007920475
2013-12-27,10950,0.00613845
2013-12-27,14600,0.005848531
2013-12-27,18250,0.007765318
2013-12-30,0,0.001273402
2013-12-30,1,0.001278244
2013-12-30,2,0.001277497
2013-12-30,7,0.001392239
2013-12-30,14,0.001802802
2013-12-30,30,0.001672759
2013-12-30,61,0.001086634
2013-12-30,91,0.000853211
2013-12-30,122,0.000684747
2013-12-30,152,0.000647286
2013-12-30,182,0.000677923
2013-12-30,213,0.00075589
2013-12-30,243,0.000822886
2013-12-30,273,0.00086287
2013-12-30,304,0.000940209
2013-12-30,335,0.001029626
2013-12-30,365,0.001166054
2013-12-30,395,0.001275125
2013-12-30,425,0.001381673
2013-12-30,456,0.001485043
2013-12-30,486,0.001576423
2013-12-30,516,0.001657491
2013-12-30,547,0.001729862
2013-12-30,577,0.001791991
2013-12-30,607,0.001854039
2013-12-30,638,0.001921019
2013-12-30,668,0.001992054
2013-12-30,698,0.002068186
2013-12-30,730,0.002157468
2013-12-30,1095,0.002463291
2013-12-30,1460,0.003171191
2013-12-30,1825,0.005788172
2013-12-30,2190,0.008625486
2013-12-30,2555,0.011126189
2013-12-30,2920,0.012262902
2013-12-30,3285,0.012944614
2013-12-30,3650,0.012812755
2013-12-30,4380,0.01296783
2013-12-30,5475,0.011847933
2013-12-30,7300,0.009552603
2013-12-30,9125,0.007920475
2013-12-30,10950,0.00613845
2013-12-30,14600,0.005848531
2013-12-30,18250,0.007765318
2013-12-31,0,0.001273402
2013-12-31,1,0.001278244
2013-12-31,2,0.001277497
2013-12-31,7,0.001392239
2013-12-31,14,0.001802802
2013-12-31,30,0.001672759
2013-12-31,61,0.001086634
2013-12-31,91,0.000853211
2013-12-31,122,0.000684747
2013-12-31,152,0.000647286
2013-12-31,182,0.000677923
2013-12-31,213,0.00075589
2013-12-31,243,0.000822886
2013-12-31,273,0.00086287
2013-12-31,304,0.000940209
2013-12-31,335,0.001029626
2013-12-31,365,0.001166054
2013-12-31,395,0.001275125
2013-12-31,425,0.001381673
2013-12-31,456,0.001485043
2013-12-31,486,0.001576423
2013-12-31,516,0.001657491
2013-12-31,547,0.001729862
2013-12-31,577,0.001791991
2013-12-31,607,0.001854039
2013-12-31,638,0.001921019
2013-12-31,668,0.001992054
2013-12-31,698,0.002068186
2013-12-31,730,0.002157468
2013-12-31,1095,0.002463291
2013-12-31,1460,0.003171191
2013-12-31,1825,0.005788172
2013-12-31,2190,0.008625486
2013-12-31,2555,0.011126189
2013-12-31,2920,0.012262902
2013-12-31,3285,0.012944614
2013-12-31,3650,0.012812755
2013-12-31,4380,0.01296783
2013-12-31,5475,0.011847933
2013-12-31,7300,0.009552603
2013-12-31,9125,0.007920475
2013-12-31,10950,0.00613845
2013-12-31,14600,0.005848531
2013-12-31,18250,0.007765318
2014-01-01,0,0.001273402
2014-01-01,1,0.001278244
2014-01-01,2,0.001277497
2014-01-01,7,0.001392239
2014-01-01,14,0.001802802
2014-01-01,30,0.001672759
2014-01-01,61,0.001086634
2014-01-01,91,0.000853211
2014-01-01,122,0.000684747
2014-01-01,152,0.000647286
2014-01-01,182,0.000677923
2014-01-01,213,0.00075589
2014-01-01,243,0.000822886
2014-01-01,273,0.00086287
2014-01-01,304,0.000940209
2014-01-01,335,0.001029626
2014-01-01,365,0.001166054
2014-01-01,395,0.001275125
2014-01-01,425,0.001381673
2014-01-01,456,0.001485043
2014-01-01,486,0.001576423
2014-01-01,516,0.001657491
2014-01-01,547,0.001729862
2014-01-01,577,0.001791991
2014-01-01,607,0.001854039
2014-01-01,638,0.001921019
2014-01-01,668,0.001992054
2014-01-01,698,0.002068186
2014-01-01,730,0.002157468
2014-01-01,1095,0.002463291
2014-01-01,1460,0.003171191
2014-01-01,1825,0.005788172
2014-01-01,2190,0.008625486
2014-01-01,2555,0.011126189
2014-01-01,2920,0.012262902
2014-01-01,3285,0.012944614
2014-01-01,3650,0.012812755
2014-01-01,4380,0.01296783
2014-01-01,5475,0.011847933
2014-01-01,7300,0.009552603
2014-01-01,9125,0.007920475
2014-01-01,10950,0.00613845
2014-01-01,14600,0.005848531
2014-01-01,18250,0.007765318
2014-01-02,0,0.001310989
2014-01-02,1,0.001359818
2014-01-02,2,0.001409108
2014-01-02,7,0.001716916
2014-01-02,14,0.001802767
2014-01-02,30,0.00149544
2014-01-02,61,0.001082441
2014-01-02,91,0.000791132
2014-01-02,122,0.000606264
2014-01-02,152,0.000538162
2014-01-02,182,0.000541259
2014-01-02,213,0.000590484
2014-01-02,243,0.000737947
2014-01-02,273,0.000894534
2014-01-02,304,0.000928922
2014-01-02,335,0.000937711
2014-01-02,365,0.00098838
2014-01-02,395,0.001108386
2014-01-02,425,0.001241266
2014-01-02,456,0.001386077
2014-01-02,486,0.001529204
2014-01-02,516,0.001671881
2014-01-02,547,0.001816178
2014-01-02,577,0.001944511
2014-01-02,607,0.002048754
2014-01-02,638,0.002144077
2014-01-02,668,0.002223907
2014-01-02,698,0.00228697
2014-01-02,730,0.002334781
2014-01-02,1095,0.002497119
2014-01-02,1460,0.003373308
2014-01-02,1825,0.005974934
2014-01-02,2190,0.008846474
2014-01-02,2555,0.011534364
2014-01-02,2920,0.012772954
2014-01-02,3285,0.013355264
2014-01-02,3650,0.013094627
2014-01-02,4380,0.013065323
2014-01-02,5475,0.011837432
2014-01-02,7300,0.009295692
2014-01-02,9125,0.007696063
2014-01-02,10950,0.006118698
2014-01-02,14600,0.005941693
2014-01-02,18250,0.007617381
2014-01-03,0,0.001246927
2014-01-03,1,0.001153516
2014-01-03,2,0.00101782
2014-01-03,7,0.001428777
2014-01-03,14,0.001955843
2014-01-03,30,0.001415035
2014-01-03,61,0.001085782
2014-01-03,91,0.000774291
2014-01-03,122,0.000598032
2014-01-03,152,0.000530742
2014-01-03,182,0.000535978
2014-01-03,213,0.000589963
2014-01-03,243,0.000758339
2014-01-03,273,0.000873991
2014-01-03,304,0.00089618
2014-01-03,335,0.001006537
2014-01-03,365,0.00102283
2014-01-03,395,0.001150638
2014-01-03,425,0.001281385
2014-01-03,456,0.001413362
2014-01-03,486,0.00153465
2014-01-03,516,0.001647095
2014-01-03,547,0.001752428
2014-01-03,577,0.001843274
2014-01-03,607,0.001925285
2014-01-03,638,0.002012505
2014-01-03,668,0.002092792
2014-01-03,698,0.002173918
2014-01-03,730,0.002253945
2014-01-03,1095,0.002533872
2014-01-03,1460,0.003268833
2014-01-03,1825,0.005999253
2014-01-03,2190,0.008923518
2014-01-03,2555,0.011467887
2014-01-03,2920,0.012661947
2014-01-03,3285,0.013240168
2014-01-03,3650,0.013095922
2014-01-03,4380,0.013061735
2014-01-03,5475,0.011792531
2014-01-03,7300,0.009394083
2014-01-03,9125,0.007756511
2014-01-03,10950,0.00603833
2014-01-03,14600,0.005895184
2014-01-03,18250,0.00754933
2014-01-06,0,0.001207341
2014-01-06,1,0.001029228
2014-01-06,2,0.001112489
2014-01-06,7,0.001768247
2014-01-06,14,0.001825632
2014-01-06,30,0.001324713
2014-01-06,61,0.001007874
2014-01-06,91,0.000698357
2014-01-06,122,0.000524158
2014-01-06,152,0.000458011
2014-01-06,182,0.000464652
2014-01-06,213,0.000517173
2014-01-06,243,0.000610611
2014-01-06,273,0.00073756
2014-01-06,304,0.000842025
2014-01-06,335,0.000822408
2014-01-06,365,0.000847304
2014-01-06,395,0.000971692
2014-01-06,425,0.001110161
2014-01-06,456,0.001260656
2014-01-06,486,0.001409547
2014-01-06,516,0.001558369
2014-01-06,547,0.001709553
2014-01-06,577,0.001845191
2014-01-06,607,0.001956711
2014-01-06,638,0.002055008
2014-01-06,668,0.002140092
2014-01-06,698,0.002209142
2014-01-06,730,0.002259142
2014-01-06,1095,0.00245206
2014-01-06,1460,0.003221872
2014-01-06,1825,0.005913005
2014-01-06,2190,0.008805547
2014-01-06,2555,0.011243379
2014-01-06,2920,0.01250627
2014-01-06,3285,0.013062844
2014-01-06,3650,0.012824048
2014-01-06,4380,0.012879302
2014-01-06,5475,0.011612256
2014-01-06,7300,0.009247503
2014-01-06,9125,0.007722638
2014-01-06,10950,0.006074765
2014-01-06,14600,0.005707169
2014-01-06,18250,0.007455761
2014-01-07,0,0.001259439
2014-01-07,1,0.001203527
2014-01-07,2,0.001287048
2014-01-07,7,0.001795029
2014-01-07,14,0.001774613
2014-01-07,30,0.001291541
2014-01-07,61,0.001042697
2014-01-07,91,0.000720858
2014-01-07,122,0.000544957
2014-01-07,152,0.000471297
2014-01-07,182,0.000470662
2014-01-07,213,0.00051594
2014-01-07,243,0.000636498
2014-01-07,273,0.000805951
2014-01-07,304,0.000845231
2014-01-07,335,0.000810733
2014-01-07,365,0.000968029
2014-01-07,395,0.001092877
2014-01-07,425,0.0012152
2014-01-07,456,0.001333743
2014-01-07,486,0.001438499
2014-01-07,516,0.001531122
2014-01-07,547,0.001612937
2014-01-07,577,0.001681689
2014-01-07,607,0.00174955
2014-01-07,638,0.001828602
2014-01-07,668,0.001916485
2014-01-07,698,0.00200165
2014-01-07,730,0.002094691
2014-01-07,1095,0.002470283
2014-01-07,1460,0.003133433
2014-01-07,1825,0.005799231
2014-01-07,2190,0.008750773
2014-01-07,2555,0.011258242
2014-01-07,2920,0.012332366
2014-01-07,3285,0.012950715
2014-01-07,3650,0.012868912
2014-01-07,4380,0.012824029
2014-01-07,5475,0.011563809
2014-01-07,7300,0.009226773
2014-01-07,9125,0.007660334
2014-01-07,10950,0.006025026
2014-01-07,14600,0.005705118
2014-01-07,18250,0.007449519
2014-01-08,0,0.001259439
2014-01-08,1,0.001203527
2014-01-08,2,0.001287048
2014-01-08,7,0.001795029
2014-01-08,14,0.001774613
2014-01-08,30,0.001291541
2014-01-08,61,0.001042697
2014-01-08,91,0.000720858
2014-01-08,122,0.000544957
2014-01-08,152,0.000471297
2014-01-08,182,0.000470662
2014-01-08,213,0.00051594
2014-01-08,243,0.000636498
2014-01-08,273,0.000805951
2014-01-08,304,0.000845231
2014-01-08,335,0.000810733
2014-01-08,365,0.000968029
2014-01-08,395,0.001092877
2014-01-08,425,0.0012152
2014-01-08,456,0.001333743
2014-01-08,486,0.001438499
2014-01-08,516,0.001531122
2014-01-08,547,0.001612937
2014-01-08,577,0.001681689
2014-01-08,607,0.00174955
2014-01-08,638,0.001828602
2014-01-08,668,0.001916485
2014-01-08,698,0.00200165
2014-01-08,730,0.002094691
2014-01-08,1095,0.002470283
2014-01-08,1460,0.003133433
2014-01-08,1825,0.005799231
2014-01-08,2190,0.008750773
2014-01-08,2555,0.011258242
2014-01-08,2920,0.012332366
2014-01-08,3285,0.012950715
2014-01-08,3650,0.012868912
2014-01-08,4380,0.012824029
2014-01-08,5475,0.011563809
2014-01-08,7300,0.009226773
2014-01-08,9125,0.007660334
2014-01-08,10950,0.006025026
2014-01-08,14600,0.005705118
2014-01-08,18250,0.007449519
2014-01-09,0,0.00130877
2014-01-09,1,0.00136049
2014-01-09,2,0.001417872
2014-01-09,7,0.001633094
2014-01-09,14,0.001605769
2014-01-09,30,0.001332513
2014-01-09,61,0.000950774
2014-01-09,91,0.000701818
2014-01-09,122,0.000558498
2014-01-09,152,0.000530274
2014-01-09,182,0.000572233
2014-01-09,213,0.000660411
2014-01-09,243,0.00073149
2014-01-09,273,0.000749196
2014-01-09,304,0.000842443
2014-01-09,335,0.000986951
2014-01-09,365,0.001113476
2014-01-09,395,0.001260877
2014-01-09,425,0.001391146
2014-01-09,456,0.001504435
2014-01-09,486,0.001592435
2014-01-09,516,0.001658567
2014-01-09,547,0.001704649
2014-01-09,577,0.001738386
2014-01-09,607,0.001783626
2014-01-09,638,0.001843657
2014-01-09,668,0.001916206
2014-01-09,698,0.00200634
2014-01-09,730,0.002117552
2014-01-09,1095,0.00247614
2014-01-09,1460,0.003159134
2014-01-09,1825,0.005876599
2014-01-09,2190,0.008652887
2014-01-09,2555,0.01120103
2014-01-09,2920,0.012498962
2014-01-09,3285,0.013009358
2014-01-09,3650,0.012670665
2014-01-09,4380,0.012828188
2014-01-09,5475,0.011590821
2014-01-09,7300,0.009218564
2014-01-09,9125,0.007740461
2014-01-09,10950,0.006124882
2014-01-09,14600,0.005773405
2014-01-09,18250,0.007671585
2014-01-10,0,0.001266423
2014-01-10,1,0.001171252
2014-01-10,2,0.0010361
2014-01-10,7,0.001395926
2014-01-10,14,0.001750712
2014-01-10,30,0.001211378
2014-01-10,61,0.00092883
2014-01-10,91,0.000623031
2014-01-10,122,0.000462464
2014-01-10,152,0.000408103
2014-01-10,182,0.000427583
2014-01-10,213,0.000492744
2014-01-10,243,0.000582629
2014-01-10,273,0.000619686
2014-01-10,304,0.000718686
2014-01-10,335,0.000873996
2014-01-10,365,0.000897186
2014-01-10,395,0.0010007
2014-01-10,425,0.00112422
2014-01-10,456,0.001267755
2014-01-10,486,0.001417289
2014-01-10,516,0.001573686
2014-01-10,547,0.001739847
2014-01-10,577,0.001894986
2014-01-10,607,0.002022102
2014-01-10,638,0.002127961
2014-01-10,668,0.00220762
2014-01-10,698,0.002274075
2014-01-10,730,0.002321694
2014-01-10,1095,0.002344619
2014-01-10,1460,0.003147349
2014-01-10,1825,0.005776396
2014-01-10,2190,0.008645016
2014-01-10,2555,0.01112458
2014-01-10,2920,0.012251879
2014-01-10,3285,0.012848462
2014-01-10,3650,0.012609768
2014-01-10,4380,0.012818179
2014-01-10,5475,0.011523633
2014-01-10,7300,0.009300414
2014-01-10,9125,0.007774186
2014-01-10,10950,0.006124997
2014-01-10,14600,0.005827227
2014-01-10,18250,0.007714205
2014-01-13,0,0.001235893
2014-01-13,1,0.001067621
2014-01-13,2,0.001134435
2014-01-13,7,0.001605901
2014-01-13,14,0.001626469
2014-01-13,30,0.001190088
2014-01-13,61,0.000875146
2014-01-13,91,0.000578589
2014-01-13,122,0.000416095
2014-01-13,152,0.000363186
2014-01-13,182,0.000383577
2014-01-13,213,0.000448427
2014-01-13,243,0.000496321
2014-01-13,273,0.000533246
2014-01-13,304,0.000667196
2014-01-13,335,0.000741923
2014-01-13,365,0.00078218
2014-01-13,395,0.000926942
2014-01-13,425,0.00106617
2014-01-13,456,0.001198669
2014-01-13,486,0.001313743
2014-01-13,516,0.001414432
2014-01-13,547,0.001502931
2014-01-13,577,0.001577824
2014-01-13,607,0.001651773
2014-01-13,638,0.001728946
2014-01-13,668,0.0018102
2014-01-13,698,0.001898781
2014-01-13,730,0.001989914
2014-01-13,1095,0.002390037
2014-01-13,1460,0.003071367
2014-01-13,1825,0.005707573
2014-01-13,2190,0.00852532
2014-01-13,2555,0.010993049
2014-01-13,2920,0.012204386
2014-01-13,3285,0.012691798
2014-01-13,3650,0.012565072
2014-01-13,4380,0.012635435
2014-01-13,5475,0.011439605
2014-01-13,7300,0.009287374
2014-01-13,9125,0.007747715
2014-01-13,10950,0.006118661
2014-01-13,14600,0.005762802
2014-01-13,18250,0.007724474
2014-01-14,0,0.001305861
2014-01-14,1,0.001284336
2014-01-14,2,0.001331782
2014-01-14,7,0.001602272
2014-01-14,14,0.001540772
2014-01-14,30,0.001195683
2014-01-14,61,0.000894822
2014-01-14,91,0.00059577
2014-01-14,122,0.000428158
