Date,Term,0
2011-05-23,365,1.499
2011-05-23,547,1.6545
2011-05-23,730,1.7905
2011-05-23,1095,2.0145
2011-05-23,2190,2.5565
2011-05-23,2555,2.6889999999999996
2011-05-23,2920,2.8025
2011-05-23,3285,2.903
2011-05-24,30,1.0275
2011-05-24,61,1.0985
2011-05-24,91,1.18
2011-05-24,122,1.2285
2011-05-24,152,1.2745
2011-05-24,182,1.3235
2011-05-24,213,1.357
2011-05-24,243,1.3895
2011-05-24,273,1.4265
2011-05-24,304,1.455
2011-05-24,335,1.4845
2011-05-24,365,1.5119999999999998
2011-05-24,547,1.6580000000000001
2011-05-24,730,1.7825
2011-05-24,1095,2.0185
2011-05-24,2190,2.588
2011-05-24,2555,2.7235
2011-05-24,2920,2.8395
2011-05-24,3285,2.943
2011-05-25,30,0.9925
2011-05-25,61,1.068
2011-05-25,91,1.149
2011-05-25,122,1.198
2011-05-25,152,1.24
2011-05-25,182,1.291
2011-05-25,213,1.3259999999999998
2011-05-25,243,1.3619999999999999
2011-05-25,273,1.3969999999999998
2011-05-25,304,1.425
2011-05-25,335,1.455
2011-05-25,365,1.483
2011-05-25,547,1.625
2011-05-25,730,1.751
2011-05-25,1095,1.992
2011-05-25,2190,2.569
2011-05-25,2555,2.7060000000000004
2011-05-25,2920,2.8235
2011-05-25,3285,2.9275
2011-05-26,30,0.968
2011-05-26,61,1.0615
2011-05-26,91,1.145
2011-05-26,122,1.193
2011-05-26,152,1.24
2011-05-26,182,1.2815
2011-05-26,213,1.315
2011-05-26,243,1.3495
2011-05-26,273,1.3815
2011-05-26,304,1.4095
2011-05-26,335,1.4365
2011-05-26,365,1.454
2011-05-26,547,1.594
2011-05-26,730,1.7125
2011-05-26,1095,1.945
2011-05-26,2190,2.522
2011-05-26,2555,2.659
2011-05-26,2920,2.7760000000000002
2011-05-26,3285,2.878
2011-05-27,30,0.9520000000000001
2011-05-27,61,1.052
2011-05-27,91,1.136
2011-05-27,122,1.177
2011-05-27,152,1.2195
2011-05-27,182,1.258
2011-05-27,213,1.2890000000000001
2011-05-27,243,1.32
2011-05-27,273,1.349
2011-05-27,304,1.375
2011-05-27,335,1.401
2011-05-27,365,1.431
2011-05-27,547,1.5490000000000002
2011-05-27,730,1.666
2011-05-27,1095,1.8975
2011-05-27,2190,2.489
2011-05-27,2555,2.6295
2011-05-27,2920,2.7495
2011-05-27,3285,2.855
2011-05-30,30,0.9665
2011-05-30,61,1.0659999999999998
2011-05-30,91,1.14
2011-05-30,122,1.182
2011-05-30,152,1.226
2011-05-30,182,1.27
2011-05-30,213,1.3045
2011-05-30,243,1.3355
2011-05-30,273,1.3615
2011-05-30,304,1.39
2011-05-30,335,1.4145
2011-05-30,365,1.433
2011-05-30,547,1.5590000000000002
2011-05-30,730,1.6725
2011-05-30,1095,1.8995
2011-05-30,2190,2.498
2011-05-30,2555,2.637
2011-05-30,2920,2.755
2011-05-30,3285,2.859
2011-05-31,30,0.9815
2011-05-31,61,1.075
2011-05-31,91,1.149
2011-05-31,122,1.2009999999999998
2011-05-31,152,1.244
2011-05-31,182,1.2830000000000001
2011-05-31,213,1.3175
2011-05-31,243,1.3495
2011-05-31,273,1.382
2011-05-31,304,1.4095
2011-05-31,335,1.4365
2011-05-31,365,1.4665
2011-05-31,547,1.5955
2011-05-31,730,1.7165
2011-05-31,1095,1.9405
2011-05-31,2190,2.5275
2011-05-31,2555,2.6685
2011-05-31,2920,2.7885
2011-05-31,3285,2.8945
2011-06-01,30,0.976
2011-06-01,61,1.0765
2011-06-01,91,1.1585
2011-06-01,122,1.2015
2011-06-01,152,1.2515
2011-06-01,182,1.296
2011-06-01,213,1.3305
2011-06-01,243,1.3630000000000002
2011-06-01,273,1.3965
2011-06-01,304,1.421
2011-06-01,335,1.4469999999999998
2011-06-01,365,1.47
2011-06-01,547,1.5959999999999999
2011-06-01,730,1.706
2011-06-01,1095,1.915
2011-06-01,2190,2.4965
2011-06-01,2555,2.6355
2011-06-01,2920,2.7565
2011-06-01,3285,2.8595
2011-06-02,30,0.996
2011-06-02,61,1.1095
2011-06-02,91,1.172
2011-06-02,122,1.225
2011-06-02,152,1.2790000000000001
2011-06-02,182,1.3159999999999998
2011-06-02,213,1.351
2011-06-02,243,1.385
2011-06-02,273,1.4169999999999998
2011-06-02,304,1.452
2011-06-02,335,1.4765
2011-06-02,365,1.5035
2011-06-02,547,1.6395
2011-06-02,730,1.7615
2011-06-02,1095,1.9755
2011-06-02,2190,2.5185
2011-06-02,2555,2.6545
2011-06-02,2920,2.7715
2011-06-02,3285,2.8760000000000003
2011-06-03,30,1.018
2011-06-03,61,1.122
2011-06-03,91,1.1840000000000002
2011-06-03,122,1.228
2011-06-03,152,1.2830000000000001
2011-06-03,182,1.327
2011-06-03,213,1.367
2011-06-03,243,1.4
2011-06-03,273,1.433
2011-06-03,304,1.4665
2011-06-03,335,1.4925
2011-06-03,365,1.5205
2011-06-03,547,1.6605
2011-06-03,730,1.7835
2011-06-03,1095,2.0025
2011-06-03,2190,2.571
2011-06-03,2555,2.702
2011-06-03,2920,2.8169999999999997
2011-06-03,3285,2.9189999999999996
2011-06-06,30,1.038
2011-06-06,61,1.138
2011-06-06,91,1.2109999999999999
2011-06-06,122,1.251
2011-06-06,152,1.2975
2011-06-06,182,1.3385
2011-06-06,213,1.3755
2011-06-06,243,1.4069999999999998
2011-06-06,273,1.439
2011-06-06,304,1.4709999999999999
2011-06-06,335,1.496
2011-06-06,365,1.5195
2011-06-06,547,1.6595
2011-06-06,730,1.7775
2011-06-06,1095,1.983
2011-06-06,2190,2.5525
2011-06-06,2555,2.6845
2011-06-06,2920,2.7975
2011-06-06,3285,2.8985
2011-06-07,30,1.071
2011-06-07,61,1.185
2011-06-07,91,1.249
2011-06-07,122,1.2830000000000001
2011-06-07,152,1.329
2011-06-07,182,1.367
2011-06-07,213,1.402
2011-06-07,243,1.4380000000000002
2011-06-07,273,1.47
2011-06-07,304,1.5015
2011-06-07,335,1.5295
2011-06-07,365,1.5595
2011-06-07,547,1.6975
2011-06-07,730,1.8225
2011-06-07,1095,2.0255
2011-06-07,2190,2.6039999999999996
2011-06-07,2555,2.736
2011-06-07,2920,2.852
2011-06-07,3285,2.952
2011-06-08,30,1.139
2011-06-08,61,1.204
2011-06-08,91,1.255
2011-06-08,122,1.2855
2011-06-08,152,1.3319999999999999
2011-06-08,182,1.37
2011-06-08,213,1.4
2011-06-08,243,1.432
2011-06-08,273,1.462
2011-06-08,304,1.4875
2011-06-08,335,1.5135
2011-06-08,365,1.541
2011-06-08,547,1.6675
2011-06-08,730,1.7845
2011-06-08,1095,2.001
2011-06-08,2190,2.5585
2011-06-08,2555,2.6955
2011-06-08,2920,2.812
2011-06-08,3285,2.915
2011-06-09,30,1.1175
2011-06-09,61,1.2265
2011-06-09,91,1.265
2011-06-09,122,1.2955
2011-06-09,152,1.3419999999999999
2011-06-09,182,1.371
2011-06-09,213,1.399
2011-06-09,243,1.4280000000000002
2011-06-09,273,1.453
2011-06-09,304,1.4775
2011-06-09,335,1.5005
2011-06-09,365,1.5225
2011-06-09,547,1.6365
2011-06-09,730,1.7465
2011-06-09,1095,1.966
2011-06-09,2190,2.5205
2011-06-09,2555,2.6605
2011-06-09,2920,2.782
2011-06-09,3285,2.8895
2011-06-10,30,1.126
2011-06-10,61,1.2365
2011-06-10,91,1.266
2011-06-10,122,1.2919999999999998
2011-06-10,152,1.325
2011-06-10,182,1.349
2011-06-10,213,1.3719999999999999
2011-06-10,243,1.393
2011-06-10,273,1.411
2011-06-10,304,1.4315
2011-06-10,335,1.4485
2011-06-10,365,1.4665
2011-06-10,547,1.5605
2011-06-10,730,1.6565
2011-06-10,1095,1.8505
2011-06-10,2190,2.4475
2011-06-10,2555,2.5915
2011-06-10,2920,2.7145
2011-06-10,3285,2.8225
2011-06-13,30,1.1295
2011-06-13,61,1.2355
2011-06-13,91,1.268
2011-06-13,122,1.29
2011-06-13,152,1.331
2011-06-13,182,1.357
2011-06-13,213,1.381
2011-06-13,243,1.4040000000000001
2011-06-13,273,1.4240000000000002
2011-06-13,304,1.4445
2011-06-13,335,1.4645
2011-06-13,365,1.4845
2011-06-13,547,1.5815
2011-06-13,730,1.6769999999999998
2011-06-13,1095,1.8695
2011-06-13,2190,2.439
2011-06-13,2555,2.5839999999999996
2011-06-13,2920,2.7075
2011-06-13,3285,2.8160000000000003
2011-06-14,30,1.204
2011-06-14,61,1.276
2011-06-14,91,1.3138
2011-06-14,122,1.3319999999999999
2011-06-14,152,1.365
2011-06-14,182,1.391
2011-06-14,213,1.413
2011-06-14,243,1.44
2011-06-14,273,1.462
2011-06-14,304,1.4845
2011-06-14,335,1.504
2011-06-14,365,1.5230000000000001
2011-06-14,547,1.6269999999999998
2011-06-14,730,1.723
2011-06-14,1095,1.9040000000000001
2011-06-14,2190,2.4995
2011-06-14,2555,2.6445
2011-06-14,2920,2.7675
2011-06-14,3285,2.877
2011-06-15,30,1.185
2011-06-15,61,1.264
2011-06-15,91,1.2919999999999998
2011-06-15,122,1.318
2011-06-15,152,1.354
2011-06-15,182,1.371
2011-06-15,213,1.393
2011-06-15,243,1.413
2011-06-15,273,1.433
2011-06-15,304,1.4469999999999998
2011-06-15,335,1.4625
2011-06-15,365,1.484
2011-06-15,547,1.5435
2011-06-15,730,1.6215
2011-06-15,1095,1.8095
2011-06-15,2190,2.423
2011-06-15,2555,2.5765
2011-06-15,2920,2.7060000000000004
2011-06-15,3285,2.8195
2011-06-16,30,1.2305
2011-06-16,61,1.2890000000000001
2011-06-16,91,1.3030000000000002
2011-06-16,122,1.3230000000000002
2011-06-16,152,1.3519999999999999
2011-06-16,182,1.371
2011-06-16,213,1.3880000000000001
2011-06-16,243,1.4080000000000001
2011-06-16,273,1.4240000000000002
2011-06-16,304,1.4375
2011-06-16,335,1.4495
2011-06-16,365,1.455
2011-06-16,547,1.5185
2011-06-16,730,1.5935
2011-06-16,1095,1.7935
2011-06-16,2190,2.438
2011-06-16,2555,2.5845
2011-06-16,2920,2.7295
2011-06-16,3285,2.8495
2011-06-17,30,1.2315
2011-06-17,61,1.305
2011-06-17,91,1.319
2011-06-17,122,1.3459999999999999
2011-06-17,152,1.375
2011-06-17,182,1.3880000000000001
2011-06-17,213,1.41
2011-06-17,243,1.43
2011-06-17,273,1.4469999999999998
2011-06-17,304,1.4645
2011-06-17,335,1.4785
2011-06-17,365,1.4925
2011-06-17,547,1.5655
2011-06-17,730,1.6465
2011-06-17,1095,1.8419999999999999
2011-06-17,2190,2.47
2011-06-17,2555,2.6335
2011-06-17,2920,2.761
2011-06-17,3285,2.861
2011-06-20,30,1.2435
2011-06-20,61,1.301
2011-06-20,91,1.319
2011-06-20,122,1.3459999999999999
2011-06-20,152,1.3635
2011-06-20,182,1.3869999999999998
2011-06-20,213,1.405
2011-06-20,243,1.4280000000000002
2011-06-20,273,1.445
2011-06-20,304,1.4645
2011-06-20,335,1.4775
2011-06-20,365,1.494
2011-06-20,547,1.5675
2011-06-20,730,1.65
2011-06-20,1095,1.849
2011-06-20,2190,2.477
2011-06-20,2555,2.627
2011-06-20,2920,2.7560000000000002
2011-06-20,3285,2.8689999999999998
2011-06-21,30,1.196
2011-06-21,61,1.276
2011-06-21,91,1.311
2011-06-21,122,1.3375
2011-06-21,152,1.365
2011-06-21,182,1.3880000000000001
2011-06-21,213,1.41
2011-06-21,243,1.436
2011-06-21,273,1.4569999999999999
2011-06-21,304,1.4735
2011-06-21,335,1.4895
2011-06-21,365,1.5019999999999998
2011-06-21,547,1.5805
2011-06-21,730,1.6615
2011-06-21,1095,1.8555
2011-06-21,2190,2.4995
2011-06-21,2555,2.6519999999999997
2011-06-21,2920,2.7825
2011-06-21,3285,2.8975
2011-06-22,30,1.1525
2011-06-22,61,1.249
2011-06-22,91,1.286
2011-06-22,122,1.3235
2011-06-22,152,1.3535
2011-06-22,182,1.3755
2011-06-22,213,1.39
2011-06-22,243,1.4125
2011-06-22,273,1.4315
2011-06-22,304,1.4465
2011-06-22,335,1.46
2011-06-22,365,1.479
2011-06-22,547,1.5435
2011-06-22,730,1.619
2011-06-22,1095,1.8319999999999999
2011-06-22,2190,2.4595
2011-06-22,2555,2.6145
2011-06-22,2920,2.7465
2011-06-22,3285,2.863
2011-06-23,30,1.148
2011-06-23,61,1.2215
2011-06-23,91,1.2495
2011-06-23,122,1.2775
2011-06-23,152,1.3085
2011-06-23,182,1.325
2011-06-23,213,1.3430000000000002
2011-06-23,243,1.3630000000000002
2011-06-23,273,1.3780000000000001
2011-06-23,304,1.3915
2011-06-23,335,1.395
2011-06-23,365,1.413
2011-06-23,547,1.4609999999999999
2011-06-23,730,1.5305
2011-06-23,1095,1.75
2011-06-23,2190,2.3805
2011-06-23,2555,2.5395
2011-06-23,2920,2.675
2011-06-23,3285,2.795
2011-06-24,30,1.149
2011-06-24,61,1.2375
2011-06-24,91,1.2570000000000001
2011-06-24,122,1.2805
2011-06-24,152,1.3045
2011-06-24,182,1.3215
2011-06-24,213,1.3385
2011-06-24,243,1.3535
2011-06-24,273,1.3665
2011-06-24,304,1.38
2011-06-24,335,1.389
2011-06-24,365,1.399
2011-06-24,547,1.454
2011-06-24,730,1.516
2011-06-24,1095,1.7269999999999999
2011-06-24,2190,2.366
2011-06-24,2555,2.526
2011-06-24,2920,2.662
2011-06-24,3285,2.781
2011-06-27,30,1.1909999999999998
2011-06-27,61,1.236
2011-06-27,91,1.2655
2011-06-27,122,1.294
2011-06-27,152,1.321
2011-06-27,182,1.341
2011-06-27,213,1.36
2011-06-27,243,1.3769999999999998
2011-06-27,273,1.3905
2011-06-27,304,1.4040000000000001
2011-06-27,335,1.4165
2011-06-27,365,1.426
2011-06-27,547,1.4885
2011-06-27,730,1.56
2011-06-27,1095,1.764
2011-06-27,2190,2.4105
2011-06-27,2555,2.5745
2011-06-27,2920,2.7115
2011-06-27,3285,2.8325
2011-06-28,30,1.254
2011-06-28,61,1.2990000000000002
2011-06-28,91,1.3159999999999998
2011-06-28,122,1.345
2011-06-28,152,1.369
2011-06-28,182,1.3895
2011-06-28,213,1.41
2011-06-28,243,1.43
2011-06-28,273,1.4480000000000002
2011-06-28,304,1.4635
2011-06-28,335,1.4785
2011-06-28,365,1.4875
2011-06-28,547,1.5605
2011-06-28,730,1.6365
2011-06-28,1095,1.83
2011-06-28,2190,2.4755
2011-06-28,2555,2.6319999999999997
2011-06-28,2920,2.7655
2011-06-28,3285,2.883
2011-06-29,30,1.205
2011-06-29,61,1.272
2011-06-29,91,1.305
2011-06-29,122,1.3430000000000002
2011-06-29,152,1.376
2011-06-29,182,1.4
2011-06-29,213,1.425
2011-06-29,243,1.4480000000000002
2011-06-29,273,1.47
2011-06-29,304,1.4875
2011-06-29,335,1.5055
2011-06-29,365,1.5190000000000001
2011-06-29,547,1.6005
2011-06-29,730,1.682
2011-06-29,1095,1.869
2011-06-29,2190,2.5345
2011-06-29,2555,2.6895
2011-06-29,2920,2.8205
2011-06-29,3285,2.9355
2011-06-30,30,1.261
2011-06-30,61,1.3159999999999998
2011-06-30,91,1.344
2011-06-30,122,1.379
2011-06-30,152,1.409
2011-06-30,182,1.431
2011-06-30,213,1.456
2011-06-30,243,1.4769999999999999
2011-06-30,273,1.5030000000000001
2011-06-30,304,1.5225
2011-06-30,335,1.5405
2011-06-30,365,1.5545
2011-06-30,547,1.6465
2011-06-30,730,1.7385
2011-06-30,1095,1.9465
2011-06-30,2190,2.5525
2011-06-30,2555,2.7030000000000003
2011-06-30,2920,2.8285
2011-06-30,3285,2.9335
2011-07-01,30,1.251
2011-07-01,61,1.311
2011-07-01,91,1.3405
2011-07-01,122,1.381
2011-07-01,152,1.4069999999999998
2011-07-01,182,1.433
2011-07-01,213,1.4609999999999999
2011-07-01,243,1.4880000000000002
2011-07-01,273,1.514
2011-07-01,304,1.537
2011-07-01,335,1.5530000000000002
2011-07-01,365,1.5759999999999998
2011-07-01,547,1.6715
2011-07-01,730,1.765
2011-07-01,1095,1.9809999999999999
2011-07-01,2190,2.5685
2011-07-01,2555,2.713
2011-07-01,2920,2.8360000000000003
2011-07-01,3285,2.944
2011-07-04,30,1.249
2011-07-04,61,1.3159999999999998
2011-07-04,91,1.345
2011-07-04,122,1.383
2011-07-04,152,1.4165
2011-07-04,182,1.4425
2011-07-04,213,1.4725
2011-07-04,243,1.501
2011-07-04,273,1.5305
2011-07-04,304,1.554
2011-07-04,335,1.575
2011-07-04,365,1.6
2011-07-04,547,1.6980000000000002
2011-07-04,730,1.7885
2011-07-04,1095,2.0035
2011-07-04,2190,2.5845
2011-07-04,2555,2.7225
2011-07-04,2920,2.8415
2011-07-04,3285,2.9445
2011-07-05,30,1.2415
2011-07-05,61,1.305
2011-07-05,91,1.349
2011-07-05,122,1.3719999999999999
2011-07-05,152,1.4045
2011-07-05,182,1.431
2011-07-05,213,1.4705
2011-07-05,243,1.4880000000000002
2011-07-05,273,1.517
2011-07-05,304,1.5365
2011-07-05,335,1.5685
2011-07-05,365,1.58
2011-07-05,547,1.6675
2011-07-05,730,1.7575
2011-07-05,1095,1.969
2011-07-05,2190,2.557
2011-07-05,2555,2.701
2011-07-05,2920,2.821
2011-07-05,3285,2.927
2011-07-06,30,1.245
2011-07-06,61,1.304
2011-07-06,91,1.3315
2011-07-06,122,1.37
2011-07-06,152,1.402
2011-07-06,182,1.4305
2011-07-06,213,1.454
2011-07-06,243,1.48
2011-07-06,273,1.505
2011-07-06,304,1.5225
2011-07-06,335,1.5405
2011-07-06,365,1.561
2011-07-06,547,1.6405
2011-07-06,730,1.7245
2011-07-06,1095,1.9095
2011-07-06,2190,2.498
2011-07-06,2555,2.645
2011-07-06,2920,2.7695
2011-07-06,3285,2.8785
2011-07-07,30,1.31
2011-07-07,61,1.33
2011-07-07,91,1.3530000000000002
2011-07-07,122,1.381
2011-07-07,152,1.4169999999999998
2011-07-07,182,1.4409999999999998
2011-07-07,213,1.4695
2011-07-07,243,1.493
2011-07-07,273,1.5155
2011-07-07,304,1.5355
2011-07-07,335,1.5545
2011-07-07,365,1.5719999999999998
2011-07-07,547,1.6555
2011-07-07,730,1.7395
2011-07-07,1095,1.9255
2011-07-07,2190,2.5205
2011-07-07,2555,2.6745
2011-07-07,2920,2.803
2011-07-07,3285,2.9160000000000004
2011-07-08,30,1.325
2011-07-08,61,1.335
2011-07-08,91,1.3445
2011-07-08,122,1.3780000000000001
2011-07-08,152,1.3969999999999998
2011-07-08,182,1.4140000000000001
2011-07-08,213,1.432
2011-07-08,243,1.4469999999999998
2011-07-08,273,1.462
2011-07-08,304,1.4775
2011-07-08,335,1.4895
2011-07-08,365,1.5015
2011-07-08,547,1.5685
2011-07-08,730,1.6405
2011-07-08,1095,1.8145
2011-07-08,2190,2.415
2011-07-08,2555,2.569
2011-07-08,2920,2.698
2011-07-08,3285,2.812
2011-07-11,30,1.3215
2011-07-11,61,1.31
2011-07-11,91,1.328
2011-07-11,122,1.344
2011-07-11,152,1.3545
2011-07-11,182,1.36
2011-07-11,213,1.367
2011-07-11,243,1.375
2011-07-11,273,1.3805
2011-07-11,304,1.3875
2011-07-11,335,1.3925
2011-07-11,365,1.3940000000000001
2011-07-11,547,1.433
2011-07-11,730,1.4715
2011-07-11,1095,1.6365
2011-07-11,2190,2.252
2011-07-11,2555,2.4085
2011-07-11,2920,2.5405
2011-07-11,3285,2.654
2011-07-12,30,1.3375
2011-07-12,61,1.3219999999999998
2011-07-12,91,1.3245
2011-07-12,122,1.338
2011-07-12,152,1.348
2011-07-12,182,1.355
2011-07-12,213,1.3630000000000002
2011-07-12,243,1.37
2011-07-12,273,1.3780000000000001
2011-07-12,304,1.383
2011-07-12,335,1.3885
2011-07-12,365,1.3869999999999998
2011-07-12,547,1.4280000000000002
2011-07-12,730,1.4855
2011-07-12,1095,1.64
2011-07-12,2190,2.291
2011-07-12,2555,2.4425
2011-07-12,2920,2.5705
2011-07-12,3285,2.6835
2011-07-13,30,1.3395
2011-07-13,61,1.335
2011-07-13,91,1.3330000000000002
2011-07-13,122,1.345
2011-07-13,152,1.354
2011-07-13,182,1.361
2011-07-13,213,1.364
2011-07-13,243,1.368
2011-07-13,273,1.3719999999999999
2011-07-13,304,1.376
2011-07-13,335,1.3785
2011-07-13,365,1.3805
2011-07-13,547,1.4065
2011-07-13,730,1.4609999999999999
2011-07-13,1095,1.635
2011-07-13,2190,2.293
2011-07-13,2555,2.455
2011-07-13,2920,2.591
2011-07-13,3285,2.7075
2011-07-14,30,1.3259999999999998
2011-07-14,61,1.3125
2011-07-14,91,1.3165
2011-07-14,122,1.327
2011-07-14,152,1.335
2011-07-14,182,1.34
2011-07-14,213,1.339
2011-07-14,243,1.3430000000000002
2011-07-14,273,1.348
2011-07-14,304,1.3515
2011-07-14,335,1.3555
2011-07-14,365,1.3595
2011-07-14,547,1.39
2011-07-14,730,1.4515
2011-07-14,1095,1.65
2011-07-14,2190,2.269
2011-07-14,2555,2.436
2011-07-14,2920,2.5745
2011-07-14,3285,2.694
2011-07-15,30,1.3305
2011-07-15,61,1.3159999999999998
2011-07-15,91,1.3219999999999998
2011-07-15,122,1.329
2011-07-15,152,1.3325
2011-07-15,182,1.3359999999999999
2011-07-15,213,1.339
2011-07-15,243,1.341
2011-07-15,273,1.3419999999999999
2011-07-15,304,1.3435
2011-07-15,335,1.3445
2011-07-15,365,1.344
2011-07-15,547,1.3645
2011-07-15,730,1.4215
2011-07-15,1095,1.621
2011-07-15,2190,2.2505
2011-07-15,2555,2.4115
2011-07-15,2920,2.549
2011-07-15,3285,2.667
2011-07-18,30,1.33
2011-07-18,61,1.3030000000000002
2011-07-18,91,1.3030000000000002
2011-07-18,122,1.307
2011-07-18,152,1.3090000000000002
2011-07-18,182,1.311
2011-07-18,213,1.314
2011-07-18,243,1.317
2011-07-18,273,1.32
2011-07-18,304,1.3215
2011-07-18,335,1.3235
2011-07-18,365,1.3265
2011-07-18,547,1.3475
2011-07-18,730,1.4025
2011-07-18,1095,1.5825
2011-07-18,2190,2.2225
2011-07-18,2555,2.3805
2011-07-18,2920,2.5155
2011-07-18,3285,2.6310000000000002
2011-07-19,30,1.265
2011-07-19,61,1.276
2011-07-19,91,1.275
2011-07-19,122,1.288
2011-07-19,152,1.297
2011-07-19,182,1.3019999999999998
2011-07-19,213,1.3090000000000002
2011-07-19,243,1.315
2011-07-19,273,1.32
2011-07-19,304,1.3225
2011-07-19,335,1.3255
2011-07-19,365,1.3285
2011-07-19,547,1.3515
2011-07-19,730,1.4055
2011-07-19,1095,1.587
2011-07-19,2190,2.2365
2011-07-19,2555,2.4
2011-07-19,2920,2.537
2011-07-19,3285,2.6555
2011-07-20,30,1.2295
2011-07-20,61,1.256
2011-07-20,91,1.28
2011-07-20,122,1.3019999999999998
2011-07-20,152,1.318
2011-07-20,182,1.331
2011-07-20,213,1.34
2011-07-20,243,1.348
2011-07-20,273,1.354
2011-07-20,304,1.36
2011-07-20,335,1.365
2011-07-20,365,1.3719999999999999
2011-07-20,547,1.41
2011-07-20,730,1.4685
2011-07-20,1095,1.665
2011-07-20,2190,2.312
2011-07-20,2555,2.481
2011-07-20,2920,2.6235
2011-07-20,3285,2.745
2011-07-21,30,1.3
2011-07-21,61,1.2925
2011-07-21,91,1.305
2011-07-21,122,1.338
2011-07-21,152,1.3475
2011-07-21,182,1.3635
2011-07-21,213,1.382
2011-07-21,243,1.395
2011-07-21,273,1.4080000000000001
2011-07-21,304,1.4185
2011-07-21,335,1.4285
2011-07-21,365,1.4385
2011-07-21,547,1.4975
2011-07-21,730,1.5735
2011-07-21,1095,1.7715
2011-07-21,2190,2.4075
2011-07-21,2555,2.571
2011-07-21,2920,2.71
2011-07-21,3285,2.8289999999999997
2011-07-22,30,1.29
2011-07-22,61,1.3
2011-07-22,91,1.324
2011-07-22,122,1.345
2011-07-22,152,1.3659999999999999
2011-07-22,182,1.38
2011-07-22,213,1.392
2011-07-22,243,1.403
2011-07-22,273,1.422
2011-07-22,304,1.4275
2011-07-22,335,1.4425
2011-07-22,365,1.454
2011-07-22,547,1.504
2011-07-22,730,1.5719999999999998
2011-07-22,1095,1.7555
2011-07-22,2190,2.378
2011-07-22,2555,2.524
2011-07-22,2920,2.6705
2011-07-22,3285,2.787
2011-07-25,30,1.291
2011-07-25,61,1.291
2011-07-25,91,1.315
2011-07-25,122,1.329
2011-07-25,152,1.3530000000000002
2011-07-25,182,1.358
2011-07-25,213,1.371
2011-07-25,243,1.381
2011-07-25,273,1.399
2011-07-25,304,1.3995
2011-07-25,335,1.4165
2011-07-25,365,1.4240000000000002
2011-07-25,547,1.4605
2011-07-25,730,1.5285
2011-07-25,1095,1.7315
2011-07-25,2190,2.331
2011-07-25,2555,2.49
2011-07-25,2920,2.6260000000000003
2011-07-25,3285,2.741
2011-07-26,30,1.238
2011-07-26,61,1.258
2011-07-26,91,1.28
2011-07-26,122,1.31
2011-07-26,152,1.325
2011-07-26,182,1.348
2011-07-26,213,1.3619999999999999
2011-07-26,243,1.375
2011-07-26,273,1.3855
2011-07-26,304,1.3980000000000001
2011-07-26,335,1.4069999999999998
2011-07-26,365,1.4135
2011-07-26,547,1.4569999999999999
2011-07-26,730,1.5175
2011-07-26,1095,1.706
2011-07-26,2190,2.3145
2011-07-26,2555,2.476
2011-07-26,2920,2.6115
2011-07-26,3285,2.7275
2011-07-27,30,1.203
2011-07-27,61,1.216
2011-07-27,91,1.2485
2011-07-27,122,1.274
2011-07-27,152,1.291
2011-07-27,182,1.3065
2011-07-27,213,1.317
2011-07-27,243,1.327
2011-07-27,273,1.335
2011-07-27,304,1.3415
2011-07-27,335,1.3475
2011-07-27,365,1.36
2011-07-27,547,1.391
2011-07-27,730,1.4445
2011-07-27,1095,1.625
2011-07-27,2190,2.244
2011-07-27,2555,2.406
2011-07-27,2920,2.5445
2011-07-27,3285,2.6615
2011-07-28,30,1.228
2011-07-28,61,1.251
2011-07-28,91,1.263
2011-07-28,122,1.286
2011-07-28,152,1.301
2011-07-28,182,1.3119999999999998
2011-07-28,213,1.317
2011-07-28,243,1.325
2011-07-28,273,1.3319999999999999
2011-07-28,304,1.3385
2011-07-28,335,1.3445
2011-07-28,365,1.35
2011-07-28,547,1.3825
2011-07-28,730,1.4345
2011-07-28,1095,1.6045
2011-07-28,2190,2.2545
2011-07-28,2555,2.417
2011-07-28,2920,2.5535
2011-07-28,3285,2.6719999999999997
2011-07-29,30,1.2265
2011-07-29,61,1.2265
2011-07-29,91,1.2495
2011-07-29,122,1.2670000000000001
2011-07-29,152,1.2770000000000001
2011-07-29,182,1.2819999999999998
2011-07-29,213,1.29
2011-07-29,243,1.3030000000000002
2011-07-29,273,1.3030000000000002
2011-07-29,304,1.3085
2011-07-29,335,1.3125
2011-07-29,365,1.3175
2011-07-29,547,1.3405
2011-07-29,730,1.3825
2011-07-29,1095,1.5395
2011-07-29,2190,2.2055
2011-07-29,2555,2.383
2011-07-29,2920,2.525
2011-07-29,3285,2.648
2011-08-01,30,1.2209999999999999
2011-08-01,61,1.2195
2011-08-01,91,1.245
2011-08-01,122,1.2535
2011-08-01,152,1.2770000000000001
2011-08-01,182,1.2835
2011-08-01,213,1.2925
2011-08-01,243,1.2985
2011-08-01,273,1.305
2011-08-01,304,1.31
2011-08-01,335,1.3145
2011-08-01,365,1.319
2011-08-01,547,1.3405
2011-08-01,730,1.38
2011-08-01,1095,1.5330000000000001
2011-08-01,2190,2.1790000000000003
2011-08-01,2555,2.3525
2011-08-01,2920,2.4945
2011-08-01,3285,2.6185
2011-08-02,30,1.1988
2011-08-02,61,1.148
2011-08-02,91,1.167
2011-08-02,122,1.183
2011-08-02,152,1.198
2011-08-02,182,1.2009999999999998
2011-08-02,213,1.2045
2011-08-02,243,1.208
