Date,Term,0
2008-03-11,3285,3.9189999999999996
2008-03-12,30,4.0175
2008-03-12,61,4.0135
2008-03-12,91,3.9985
2008-03-12,122,3.9819999999999998
2008-03-12,152,3.9615
2008-03-12,182,3.9419
2008-03-12,213,3.9065
2008-03-12,243,3.8775
2008-03-12,273,3.8365
2008-03-12,304,3.804
2008-03-12,335,3.7545
2008-03-12,365,3.7305
2008-03-12,547,3.562
2008-03-12,730,3.4835
2008-03-12,1095,3.4852
2008-03-12,2190,3.641
2008-03-12,2555,3.721
2008-03-12,2920,3.81
2008-03-12,3285,3.875
2008-03-13,30,4.022
2008-03-13,61,4.0045
2008-03-13,91,3.9835
2008-03-13,122,3.969
2008-03-13,152,3.9545
2008-03-13,182,3.9345
2008-03-13,213,3.9055
2008-03-13,243,3.8765
2008-03-13,273,3.8395
2008-03-13,304,3.81
2008-03-13,335,3.7645
2008-03-13,365,3.741
2008-03-13,547,3.577
2008-03-13,730,3.498
2008-03-13,1095,3.4760000000000004
2008-03-13,2190,3.662
2008-03-13,2555,3.7385
2008-03-13,2920,3.826
2008-03-13,3285,3.8960000000000004
2008-03-14,30,4.008
2008-03-14,61,3.9995
2008-03-14,91,3.9725
2008-03-14,122,3.948
2008-03-14,152,3.9275
2008-03-14,182,3.9015
2008-03-14,213,3.8689999999999998
2008-03-14,243,3.839
2008-03-14,273,3.798
2008-03-14,304,3.7659
2008-03-14,335,3.721
2008-03-14,365,3.6945
2008-03-14,547,3.537
2008-03-14,730,3.47
2008-03-14,1095,3.4685
2008-03-14,2190,3.6519999999999997
2008-03-14,2555,3.739
2008-03-14,2920,3.8369999999999997
2008-03-14,3285,3.907
2008-03-17,30,3.9760000000000004
2008-03-17,61,3.9525
2008-03-17,91,3.9355
2008-03-17,122,3.8965
2008-03-17,152,3.8689999999999998
2008-03-17,182,3.8360000000000003
2008-03-17,213,3.792
2008-03-17,243,3.7569999999999997
2008-03-17,273,3.7075
2008-03-17,304,3.6727
2008-03-17,335,3.6260000000000003
2008-03-17,365,3.5915
2008-03-17,547,3.4355
2008-03-17,730,3.38
2008-03-17,1095,3.389
2008-03-17,2190,3.633
2008-03-17,2555,3.714
2008-03-17,2920,3.807
2008-03-17,3285,3.8810000000000002
2008-03-18,30,4.013
2008-03-18,61,4.0025
2008-03-18,91,3.9765
2008-03-18,122,3.9635
2008-03-18,152,3.9445
2008-03-18,182,3.9155
2008-03-18,213,3.8865
2008-03-18,243,3.8575
2008-03-18,273,3.8085
2008-03-18,304,3.8105
2008-03-18,335,3.7495
2008-03-18,365,3.7239999999999998
2008-03-18,547,3.5785
2008-03-18,730,3.533
2008-03-18,1095,3.5325
2008-03-18,2190,3.7110000000000003
2008-03-18,2555,3.786
2008-03-18,2920,3.873
2008-03-18,3285,3.9419999999999997
2008-03-19,30,4.02
2008-03-19,61,4.0075
2008-03-19,91,3.9855
2008-03-19,122,3.9645
2008-03-19,152,3.9419999999999997
2008-03-19,182,3.909
2008-03-19,213,3.8755
2008-03-19,243,3.8395
2008-03-19,273,3.7938
2008-03-19,304,3.784
2008-03-19,335,3.7347
2008-03-19,365,3.7113
2008-03-19,547,3.5660000000000003
2008-03-19,730,3.5060000000000002
2008-03-19,1095,3.509
2008-03-19,2190,3.6189999999999998
2008-03-19,2555,3.6919999999999997
2008-03-19,2920,3.778
2008-03-19,3285,3.844
2008-03-20,30,4.0169999999999995
2008-03-20,61,4.0095
2008-03-20,91,3.9875
2008-03-20,122,3.977
2008-03-20,152,3.964
2008-03-20,182,3.9389999999999996
2008-03-20,213,3.911
2008-03-20,243,3.877
2008-03-20,273,3.833
2008-03-20,304,3.8385
2008-03-20,335,3.786
2008-03-20,365,3.77
2008-03-20,547,3.6489999999999996
2008-03-20,730,3.6010000000000004
2008-03-20,1095,3.6005
2008-03-20,2190,3.716
2008-03-20,2555,3.781
2008-03-20,2920,3.8510000000000004
2008-03-20,3285,3.92
2008-03-25,30,4.0195
2008-03-25,61,4.0169999999999995
2008-03-25,91,4.008
2008-03-25,122,4.0142
2008-03-25,152,4.013999999999999
2008-03-25,182,4.0013
2008-03-25,213,3.9730000000000003
2008-03-25,243,3.9598
2008-03-25,273,3.9305
2008-03-25,304,3.9174
2008-03-25,335,3.8865
2008-03-25,365,3.8775
2008-03-25,547,3.781
2008-03-25,730,3.7460000000000004
2008-03-25,1095,3.7491
2008-03-25,2190,3.793
2008-03-25,2555,3.845
2008-03-25,2920,3.9139999999999997
2008-03-25,3285,3.965
2008-03-26,30,4.0305
2008-03-26,61,4.0245
2008-03-26,91,4.0225
2008-03-26,122,4.025
2008-03-26,152,4.0256
2008-03-26,182,4.0146
2008-03-26,213,3.9838
2008-03-26,243,3.9689
2008-03-26,273,3.931
2008-03-26,304,3.9130000000000003
2008-03-26,335,3.8965
2008-03-26,365,3.8785
2008-03-26,547,3.7713
2008-03-26,730,3.721
2008-03-26,1095,3.7216
2008-03-26,2190,3.7769999999999997
2008-03-26,2555,3.838
2008-03-26,2920,3.915
2008-03-26,3285,3.972
2008-03-27,30,4.0065
2008-03-27,61,4.0085
2008-03-27,91,4.0075
2008-03-27,122,4.0155
2008-03-27,152,4.0115
2008-03-27,182,3.989
2008-03-27,213,3.968
2008-03-27,243,3.9399
2008-03-27,273,3.909
2008-03-27,304,3.885
2008-03-27,335,3.865
2008-03-27,365,3.846
2008-03-27,547,3.7355
2008-03-27,730,3.6895
2008-03-27,1095,3.69
2008-03-27,2190,3.8310000000000004
2008-03-27,2555,3.904
2008-03-27,2920,3.9730000000000003
2008-03-27,3285,4.04
2008-03-28,30,3.992
2008-03-28,61,3.992
2008-03-28,91,3.9925
2008-03-28,122,3.9885
2008-03-28,152,3.986
2008-03-28,182,3.9739999999999998
2008-03-28,213,3.957
2008-03-28,243,3.9330000000000003
2008-03-28,273,3.903
2008-03-28,304,3.878
2008-03-28,335,3.859
2008-03-28,365,3.8445
2008-03-28,547,3.7341
2008-03-28,730,3.6919999999999997
2008-03-28,1095,3.698
2008-03-28,2190,3.803
2008-03-28,2555,3.8819999999999997
2008-03-28,2920,3.96
2008-03-28,3285,4.025
2008-03-31,30,3.988
2008-03-31,61,3.992
2008-03-31,91,3.9985
2008-03-31,122,4.0
2008-03-31,152,3.997
2008-03-31,182,3.988
2008-03-31,213,3.9725
2008-03-31,243,3.948
2008-03-31,273,3.9235
2008-03-31,304,3.9005
2008-03-31,335,3.886
2008-03-31,365,3.8655
2008-03-31,547,3.7588
2008-03-31,730,3.7165
2008-03-31,1095,3.7245
2008-03-31,2190,3.824
2008-03-31,2555,3.883
2008-03-31,2920,3.94
2008-03-31,3285,4.004
2008-04-01,30,4.011
2008-04-01,61,4.013
2008-04-01,91,4.0089999999999995
2008-04-01,122,4.01
2008-04-01,152,4.0089999999999995
2008-04-01,182,3.9975
2008-04-01,213,3.9855
2008-04-01,243,3.9625
2008-04-01,273,3.9395
2008-04-01,304,3.9235
2008-04-01,335,3.9095
2008-04-01,365,3.8945
2008-04-01,547,3.7905
2008-04-01,730,3.752
2008-04-01,1095,3.7555
2008-04-01,2190,3.858
2008-04-01,2555,3.924
2008-04-01,2920,3.987
2008-04-01,3285,4.0489999999999995
2008-04-02,30,4.01
2008-04-02,61,4.015
2008-04-02,91,4.0161
2008-04-02,122,4.019
2008-04-02,152,4.0221
2008-04-02,182,4.0096
2008-04-02,213,4.0005
2008-04-02,243,3.9828
2008-04-02,273,3.9637
2008-04-02,304,3.9486
2008-04-02,335,3.9351
2008-04-02,365,3.9214
2008-04-02,547,3.8297
2008-04-02,730,3.7935
2008-04-02,1095,3.8165
2008-04-02,2190,3.87
2008-04-02,2555,3.924
2008-04-02,2920,3.975
2008-04-02,3285,4.034
2008-04-03,30,4.0075
2008-04-03,61,4.008
2008-04-03,91,4.004
2008-04-03,122,4.003
2008-04-03,152,3.995
2008-04-03,182,3.989
2008-04-03,213,3.9819999999999998
2008-04-03,243,3.963
2008-04-03,273,3.943
2008-04-03,304,3.924
2008-04-03,335,3.91
2008-04-03,365,3.8930000000000002
2008-04-03,547,3.7945
2008-04-03,730,3.755
2008-04-03,1095,3.7648
2008-04-03,2190,3.8739999999999997
2008-04-03,2555,3.9360000000000004
2008-04-03,2920,3.9975
2008-04-03,3285,4.0595
2008-04-04,30,3.9965
2008-04-04,61,3.9930000000000003
2008-04-04,91,3.991
2008-04-04,122,3.987
2008-04-04,152,3.9810000000000003
2008-04-04,182,3.9789999999999996
2008-04-04,213,3.975
2008-04-04,243,3.958
2008-04-04,273,3.937
2008-04-04,304,3.9139999999999997
2008-04-04,335,3.904
2008-04-04,365,3.887
2008-04-04,547,3.783
2008-04-04,730,3.737
2008-04-04,1095,3.74
2008-04-04,2190,3.8560000000000003
2008-04-04,2555,3.917
2008-04-04,2920,3.975
2008-04-04,3285,4.035
2008-04-07,30,3.9975
2008-04-07,61,3.995
2008-04-07,91,3.995
2008-04-07,122,3.9939999999999998
2008-04-07,152,3.995
2008-04-07,182,3.9989999999999997
2008-04-07,213,3.9872
2008-04-07,243,3.9745
2008-04-07,273,3.9560000000000004
2008-04-07,304,3.9385
2008-04-07,335,3.9219999999999997
2008-04-07,365,3.908
2008-04-07,547,3.8025
2008-04-07,730,3.7805
2008-04-07,1095,3.7617
2008-04-07,2190,3.8989999999999996
2008-04-07,2555,3.963
2008-04-07,2920,4.026
2008-04-07,3285,4.087
2008-04-08,30,4.0089999999999995
2008-04-08,61,4.0
2008-04-08,91,4.0075
2008-04-08,122,4.006
2008-04-08,152,4.006
2008-04-08,182,4.0034
2008-04-08,213,3.9965
2008-04-08,243,3.9864
2008-04-08,273,3.964
2008-04-08,304,3.9465
2008-04-08,335,3.9303
2008-04-08,365,3.9109
2008-04-08,547,3.7981
2008-04-08,730,3.745
2008-04-08,1095,3.7495
2008-04-08,2190,3.873
2008-04-08,2555,3.947
2008-04-08,2920,4.018
2008-04-08,3285,4.082
2008-04-09,30,4.0089999999999995
2008-04-09,61,4.0055
2008-04-09,91,4.003
2008-04-09,122,4.001
2008-04-09,152,3.9985
2008-04-09,182,3.987
2008-04-09,213,3.9805
2008-04-09,243,3.967
2008-04-09,273,3.9415
2008-04-09,304,3.9219999999999997
2008-04-09,335,3.9010000000000002
2008-04-09,365,3.8804
2008-04-09,547,3.7539999999999996
2008-04-09,730,3.714
2008-04-09,1095,3.7116
2008-04-09,2190,3.85
2008-04-09,2555,3.9210000000000003
2008-04-09,2920,3.9885
2008-04-09,3285,4.056
2008-04-10,30,3.998
2008-04-10,61,4.0015
2008-04-10,91,4.0035
2008-04-10,122,4.001
2008-04-10,152,3.997
2008-04-10,182,3.983
2008-04-10,213,3.972
2008-04-10,243,3.9589999999999996
2008-04-10,273,3.937
2008-04-10,304,3.912
2008-04-10,335,3.8965
2008-04-10,365,3.8760000000000003
2008-04-10,547,3.7535
2008-04-10,730,3.71
2008-04-10,1095,3.7102
2008-04-10,2190,3.862
2008-04-10,2555,3.9339999999999997
2008-04-10,2920,4.003
2008-04-10,3285,4.069
2008-04-11,30,4.004
2008-04-11,61,4.0085
2008-04-11,91,3.9939999999999998
2008-04-11,122,3.9899
2008-04-11,152,3.9826
2008-04-11,182,3.9682
2008-04-11,213,3.9591
2008-04-11,243,3.943
2008-04-11,273,3.917
2008-04-11,304,3.892
2008-04-11,335,3.8705
2008-04-11,365,3.845
2008-04-11,547,3.697
2008-04-11,730,3.6395
2008-04-11,1095,3.6181
2008-04-11,2190,3.7739999999999996
2008-04-11,2555,3.846
2008-04-11,2920,3.9139999999999997
2008-04-11,3285,3.9819999999999998
2008-04-14,30,4.013
2008-04-14,61,4.013
2008-04-14,91,4.0022
2008-04-14,122,4.0005
2008-04-14,152,3.997
2008-04-14,182,3.9885
2008-04-14,213,3.983
2008-04-14,243,3.9730000000000003
2008-04-14,273,3.955
2008-04-14,304,3.9345
2008-04-14,335,3.9175
2008-04-14,365,3.8939999999999997
2008-04-14,547,3.7445
2008-04-14,730,3.69
2008-04-14,1095,3.6548
2008-04-14,2190,3.799
2008-04-14,2555,3.875
2008-04-14,2920,3.9485
2008-04-14,3285,4.013999999999999
2008-04-15,30,4.006
2008-04-15,61,4.007
2008-04-15,91,4.0065
2008-04-15,122,4.0055
2008-04-15,152,4.0025
2008-04-15,182,3.9955
2008-04-15,213,3.9915
2008-04-15,243,3.984
2008-04-15,273,3.97
2008-04-15,304,3.9555
2008-04-15,335,3.9419999999999997
2008-04-15,365,3.923
2008-04-15,547,3.7939999999999996
2008-04-15,730,3.7495
2008-04-15,1095,3.7356
2008-04-15,2190,3.878
2008-04-15,2555,3.9419999999999997
2008-04-15,2920,4.0025
2008-04-15,3285,4.0665
2008-04-16,30,4.005
2008-04-16,61,4.0065
2008-04-16,91,4.0105
2008-04-16,122,4.0095
2008-04-16,152,4.01
2008-04-16,182,4.007
2008-04-16,213,4.0055
2008-04-16,243,4.0015
2008-04-16,273,3.9925
2008-04-16,304,3.9835
2008-04-16,335,3.9723
2008-04-16,365,3.9606
2008-04-16,547,3.8593
2008-04-16,730,3.792
2008-04-16,1095,3.8184
2008-04-16,2190,3.9645
2008-04-16,2555,4.025
2008-04-16,2920,4.08
2008-04-16,3285,4.14
2008-04-17,30,4.0109
2008-04-17,61,4.0106
2008-04-17,91,4.0125
2008-04-17,122,4.018
2008-04-17,152,4.02
2008-04-17,182,4.02
2008-04-17,213,4.019
2008-04-17,243,4.0151
2008-04-17,273,4.0089999999999995
2008-04-17,304,4.0015
2008-04-17,335,3.9945
2008-04-17,365,3.9885
2008-04-17,547,3.9155
2008-04-17,730,3.898
2008-04-17,1095,3.8907
2008-04-17,2190,4.013
2008-04-17,2555,4.071000000000001
2008-04-17,2920,4.128
2008-04-17,3285,4.187
2008-04-18,30,4.0105
2008-04-18,61,4.012
2008-04-18,91,4.0075
2008-04-18,122,4.005
2008-04-18,152,4.01
2008-04-18,182,4.015
2008-04-18,213,4.005
2008-04-18,243,4.01
2008-04-18,273,4.015
2008-04-18,304,4.02
2008-04-18,335,4.01
2008-04-18,365,4.01
2008-04-18,547,3.98
2008-04-18,730,3.9205
2008-04-18,1095,3.9548
2008-04-18,2190,4.046
2008-04-18,2555,4.096
2008-04-18,2920,4.147
2008-04-18,3285,4.2010000000000005
2008-04-21,30,4.0075
2008-04-21,61,4.013999999999999
2008-04-21,91,4.0205
2008-04-21,122,4.029
2008-04-21,152,4.0375
2008-04-21,182,4.04
2008-04-21,213,4.0395
2008-04-21,243,4.0385
2008-04-21,273,4.037
2008-04-21,304,4.0315
2008-04-21,335,4.0304
2008-04-21,365,4.0245
2008-04-21,547,3.9675
2008-04-21,730,3.9565
2008-04-21,1095,3.9418
2008-04-21,2190,4.027
2008-04-21,2555,4.091
2008-04-21,2920,4.1339999999999995
2008-04-21,3285,4.191
2008-04-22,30,4.015
2008-04-22,61,4.0417
2008-04-22,91,4.0592
2008-04-22,122,4.0889999999999995
2008-04-22,152,4.088
2008-04-22,182,4.1
2008-04-22,213,4.1061
2008-04-22,243,4.1138
2008-04-22,273,4.1162
2008-04-22,304,4.1126
2008-04-22,335,4.11
2008-04-22,365,4.1068
2008-04-22,547,4.0454
2008-04-22,730,4.0145
2008-04-22,1095,3.9791
2008-04-22,2190,4.046
2008-04-22,2555,4.115
2008-04-22,2920,4.165
2008-04-22,3285,4.218999999999999
2008-04-23,30,3.995
2008-04-23,61,4.02
2008-04-23,91,4.0405
2008-04-23,122,4.056
2008-04-23,152,4.0694
2008-04-23,182,4.0814
2008-04-23,213,4.091
2008-04-23,243,4.0974
2008-04-23,273,4.1008
2008-04-23,304,4.1029
2008-04-23,335,4.1036
2008-04-23,365,4.1022
2008-04-23,547,4.0405
2008-04-23,730,4.02
2008-04-23,1095,3.9737
2008-04-23,2190,4.0765
2008-04-23,2555,4.14
2008-04-23,2920,4.183
2008-04-23,3285,4.239
2008-04-24,30,4.011
2008-04-24,61,4.0245
2008-04-24,91,4.0367
2008-04-24,122,4.0527
2008-04-24,152,4.065
2008-04-24,182,4.0739
2008-04-24,213,4.0842
2008-04-24,243,4.0891
2008-04-24,273,4.0944
2008-04-24,304,4.096
2008-04-24,335,4.0989
2008-04-24,365,4.1004
2008-04-24,547,4.0471
2008-04-24,730,4.0395
2008-04-24,1095,4.0087
2008-04-24,2190,4.125
2008-04-24,2555,4.186
2008-04-24,2920,4.23
2008-04-24,3285,4.289
2008-04-25,30,4.032
2008-04-25,61,4.0397
2008-04-25,91,4.0479
2008-04-25,122,4.0575
2008-04-25,152,4.0776
2008-04-25,182,4.0854
2008-04-25,213,4.0922
2008-04-25,243,4.0973
2008-04-25,273,4.1041
2008-04-25,304,4.1078
2008-04-25,335,4.1117
2008-04-25,365,4.1151
2008-04-25,547,4.0558
2008-04-25,730,4.042
2008-04-25,1095,4.0267
2008-04-25,2190,4.111000000000001
2008-04-25,2555,4.176
2008-04-25,2920,4.228
2008-04-25,3285,4.2860000000000005
2008-04-28,30,4.027
2008-04-28,61,4.0345
2008-04-28,91,4.0475
2008-04-28,122,4.0555
2008-04-28,152,4.0655
2008-04-28,182,4.071000000000001
2008-04-28,213,4.0745
2008-04-28,243,4.0775
2008-04-28,273,4.077
2008-04-28,304,4.078
2008-04-28,335,4.078
2008-04-28,365,4.0775
2008-04-28,547,4.016
2008-04-28,730,4.004
2008-04-28,1095,3.9995
2008-04-28,2190,4.095
2008-04-28,2555,4.1605
2008-04-28,2920,4.2065
2008-04-28,3285,4.2665
2008-04-29,30,4.023
2008-04-29,61,4.0295
2008-04-29,91,4.032
2008-04-29,122,4.0375
2008-04-29,152,4.0445
2008-04-29,182,4.05
2008-04-29,213,4.0489999999999995
2008-04-29,243,4.0515
2008-04-29,273,4.051
2008-04-29,304,4.05
2008-04-29,335,4.0475
2008-04-29,365,4.0465
2008-04-29,547,3.9655
2008-04-29,730,3.9485
2008-04-29,1095,3.937
2008-04-29,2190,4.0245
2008-04-29,2555,4.0995
2008-04-29,2920,4.154
2008-04-29,3285,4.2145
2008-04-30,30,4.019
2008-04-30,61,4.0280000000000005
2008-04-30,91,4.034
2008-04-30,122,4.0425
2008-04-30,152,4.0435
2008-04-30,182,4.045
2008-04-30,213,4.045
2008-04-30,243,4.043
2008-04-30,273,4.042
2008-04-30,304,4.0375
2008-04-30,335,4.033
2008-04-30,365,4.0280000000000005
2008-04-30,547,3.943
2008-04-30,730,3.9155
2008-04-30,1095,3.915
2008-04-30,2190,4.004
2008-04-30,2555,4.0705
2008-04-30,2920,4.117
2008-04-30,3285,4.173
2008-05-02,30,4.02
2008-05-02,61,4.0305
2008-05-02,91,4.0425
2008-05-02,122,4.0425
2008-05-02,152,4.053
2008-05-02,182,4.0545
2008-05-02,213,4.0605
2008-05-02,243,4.0575
2008-05-02,273,4.0535
2008-05-02,304,4.0555
2008-05-02,335,4.0525
2008-05-02,365,4.0445
2008-05-02,547,3.9715
2008-05-02,730,3.9675
2008-05-02,1095,3.9675
2008-05-02,2190,4.059
2008-05-02,2555,4.131
2008-05-02,2920,4.1815
2008-05-02,3285,4.2355
2008-05-06,30,4.024
2008-05-06,61,4.035
2008-05-06,91,4.042
2008-05-06,122,4.046
2008-05-06,152,4.047
2008-05-06,182,4.047
2008-05-06,213,4.048
2008-05-06,243,4.048
2008-05-06,273,4.0475
2008-05-06,304,4.0445
2008-05-06,335,4.0405
2008-05-06,365,4.0385
2008-05-06,547,3.9795
2008-05-06,730,3.951
2008-05-06,1095,3.9330000000000003
2008-05-06,2190,4.029
2008-05-06,2555,4.0995
2008-05-06,2920,4.1505
2008-05-06,3285,4.2065
2008-05-07,30,4.0265
2008-05-07,61,4.037
2008-05-07,91,4.047
2008-05-07,122,4.0515
2008-05-07,152,4.0495
2008-05-07,182,4.0475
2008-05-07,213,4.0465
2008-05-07,243,4.0425
2008-05-07,273,4.0405
2008-05-07,304,4.0345
2008-05-07,335,4.0280000000000005
2008-05-07,365,4.023
2008-05-07,547,3.9395
2008-05-07,730,3.915
2008-05-07,1095,3.918
2008-05-07,2190,4.0465
2008-05-07,2555,4.0995
2008-05-07,2920,4.1485
2008-05-07,3285,4.2035
2008-05-08,30,4.024
2008-05-08,61,4.0415
2008-05-08,91,4.048
2008-05-08,122,4.052
2008-05-08,152,4.0569999999999995
2008-05-08,182,4.0475
2008-05-08,213,4.0465
2008-05-08,243,4.048
2008-05-08,273,4.0415
2008-05-08,304,4.0315
2008-05-08,335,4.0275
2008-05-08,365,4.0205
2008-05-08,547,3.9195
2008-05-08,730,3.8795
2008-05-08,1095,3.8635
2008-05-08,2190,3.977
2008-05-08,2555,4.021
2008-05-08,2920,4.062
2008-05-08,3285,4.1165
2008-05-09,30,4.0245
2008-05-09,61,4.0315
2008-05-09,91,4.042
2008-05-09,122,4.0485
2008-05-09,152,4.053
2008-05-09,182,4.0555
2008-05-09,213,4.0569999999999995
2008-05-09,243,4.0525
2008-05-09,273,4.045
2008-05-09,304,4.038
2008-05-09,335,4.0275
2008-05-09,365,4.0195
2008-05-09,547,3.907
2008-05-09,730,3.8545
2008-05-09,1095,3.833
2008-05-09,2190,3.965
2008-05-09,2555,4.0035
2008-05-09,2920,4.0405
2008-05-09,3285,4.0905
2008-05-12,30,4.03
2008-05-12,61,4.0305
2008-05-12,91,4.037
2008-05-12,122,4.038
2008-05-12,152,4.047
2008-05-12,182,4.053999999999999
2008-05-12,213,4.0565
2008-05-12,243,4.0569999999999995
2008-05-12,273,4.0525
2008-05-12,304,4.0485
2008-05-12,335,4.0445
2008-05-12,365,4.041
2008-05-12,547,3.9410000000000003
2008-05-12,730,3.8965
2008-05-12,1095,3.9035
2008-05-12,2190,3.9819999999999998
2008-05-12,2555,4.0235
2008-05-12,2920,4.0645
2008-05-12,3285,4.1125
2008-05-13,30,4.021
2008-05-13,61,4.032
2008-05-13,91,4.0395
2008-05-13,122,4.042
2008-05-13,152,4.0535
2008-05-13,182,4.0625
2008-05-13,213,4.0680000000000005
2008-05-13,243,4.073
2008-05-13,273,4.075
2008-05-13,304,4.0760000000000005
2008-05-13,335,4.078
2008-05-13,365,4.078
2008-05-13,547,4.0015
2008-05-13,730,3.9675
2008-05-13,1095,3.923
2008-05-13,2190,4.0169999999999995
2008-05-13,2555,4.062
2008-05-13,2920,4.104
2008-05-13,3285,4.154
2008-05-14,30,4.0215
2008-05-14,61,4.027
2008-05-14,91,4.0355
2008-05-14,122,4.044
2008-05-14,152,4.0515
2008-05-14,182,4.062
2008-05-14,213,4.0705
2008-05-14,243,4.0805
2008-05-14,273,4.084
2008-05-14,304,4.0889999999999995
2008-05-14,335,4.096
2008-05-14,365,4.106
2008-05-14,547,4.053999999999999
2008-05-14,730,4.02
2008-05-14,1095,3.986
2008-05-14,2190,4.0795
2008-05-14,2555,4.123
2008-05-14,2920,4.1645
2008-05-14,3285,4.2125
2008-05-15,30,4.022
2008-05-15,61,4.03
2008-05-15,91,4.038
2008-05-15,122,4.05
2008-05-15,152,4.0680000000000005
2008-05-15,182,4.082
2008-05-15,213,4.093999999999999
2008-05-15,243,4.104
2008-05-15,273,4.112
2008-05-15,304,4.12
2008-05-15,335,4.13
2008-05-15,365,4.138
2008-05-15,547,4.095
2008-05-15,730,4.071000000000001
2008-05-15,1095,4.0485
2008-05-15,2190,4.091
2008-05-15,2555,4.126
2008-05-15,2920,4.1595
2008-05-15,3285,4.2045
2008-05-16,30,4.0265
2008-05-16,61,4.0280000000000005
2008-05-16,91,4.039
2008-05-16,122,4.0525
2008-05-16,152,4.066
2008-05-16,182,4.079
2008-05-16,213,4.0889999999999995
2008-05-16,243,4.0955
2008-05-16,273,4.1015
2008-05-16,304,4.1085
2008-05-16,335,4.1185
2008-05-16,365,4.1285
2008-05-16,547,4.0935
2008-05-16,730,4.0705
2008-05-16,1095,4.0169999999999995
2008-05-16,2190,4.1045
2008-05-16,2555,4.1395
2008-05-16,2920,4.171
2008-05-16,3285,4.216
2008-05-19,30,4.0285
2008-05-19,61,4.039
2008-05-19,91,4.0475
2008-05-19,122,4.0635
2008-05-19,152,4.0815
2008-05-19,182,4.0969999999999995
2008-05-19,213,4.1080000000000005
2008-05-19,243,4.1145
2008-05-19,273,4.1205
2008-05-19,304,4.1275
2008-05-19,335,4.1365
2008-05-19,365,4.1455
2008-05-19,547,4.1080000000000005
2008-05-19,730,4.0825
2008-05-19,1095,4.0325
2008-05-19,2190,4.1045
2008-05-19,2555,4.1375
2008-05-19,2920,4.17
2008-05-19,3285,4.215
2008-05-20,30,4.0360000000000005
2008-05-20,61,4.051
2008-05-20,91,4.065
2008-05-20,122,4.0805
2008-05-20,152,4.0915
2008-05-20,182,4.106
2008-05-20,213,4.115
2008-05-20,243,4.126
2008-05-20,273,4.1365
2008-05-20,304,4.1445
2008-05-20,335,4.1535
2008-05-20,365,4.1645
2008-05-20,547,4.103
2008-05-20,730,4.0995
2008-05-20,1095,4.026
2008-05-20,2190,4.107
2008-05-20,2555,4.1475
2008-05-20,2920,4.1855
2008-05-20,3285,4.2295
2008-05-21,30,4.0315
2008-05-21,61,4.0505
2008-05-21,91,4.0705
2008-05-21,122,4.0953
2008-05-21,152,4.1275
2008-05-21,182,4.1475
2008-05-21,213,4.164
2008-05-21,243,4.181
2008-05-21,273,4.194
2008-05-21,304,4.2045
2008-05-21,335,4.218
2008-05-21,365,4.2305
2008-05-21,547,4.2085
2008-05-21,730,4.191
2008-05-21,1095,4.1315
2008-05-21,2190,4.1775
2008-05-21,2555,4.2095
2008-05-21,2920,4.2385
2008-05-21,3285,4.2835
2008-05-22,30,4.035
2008-05-22,61,4.0565
2008-05-22,91,4.0725
2008-05-22,122,4.1065
2008-05-22,152,4.1425
2008-05-22,182,4.1705
2008-05-22,213,4.1955
2008-05-22,243,4.2155
2008-05-22,273,4.2345
2008-05-22,304,4.255
2008-05-22,335,4.2725
2008-05-22,365,4.2895
2008-05-22,547,4.295
2008-05-22,730,4.2865
2008-05-22,1095,4.218
2008-05-22,2190,4.217
2008-05-22,2555,4.2405
2008-05-22,2920,4.2665
2008-05-22,3285,4.308
2008-05-23,30,4.0415
2008-05-23,61,4.059
2008-05-23,91,4.071000000000001
2008-05-23,122,4.1045
2008-05-23,152,4.1339999999999995
2008-05-23,182,4.1615
2008-05-23,213,4.1875
2008-05-23,243,4.21
2008-05-23,273,4.229
2008-05-23,304,4.248
2008-05-23,335,4.266
2008-05-23,365,4.283
2008-05-23,547,4.293
2008-05-23,730,4.291
2008-05-23,1095,4.246
2008-05-23,2190,4.1925
2008-05-23,2555,4.2175
2008-05-23,2920,4.2455
2008-05-23,3285,4.285
2008-05-26,30,4.0415
2008-05-26,61,4.0595
2008-05-26,91,4.0775
2008-05-26,122,4.1043
2008-05-26,152,4.1333
2008-05-26,182,4.1605
2008-05-26,213,4.1855
2008-05-26,243,4.208
2008-05-26,273,4.2308
2008-05-26,304,4.2465
2008-05-26,335,4.263999999999999
2008-05-26,365,4.2825
2008-05-26,547,4.2965
2008-05-26,730,4.2895
2008-05-26,1095,4.245
2008-05-26,2190,4.22225
2008-05-26,2555,4.2505
2008-05-26,2920,4.2815
2008-05-26,3285,4.32175
2008-05-27,30,4.0425
2008-05-27,61,4.065
2008-05-27,91,4.0795
2008-05-27,122,4.103
2008-05-27,152,4.129
2008-05-27,182,4.1530000000000005
2008-05-27,213,4.177
2008-05-27,243,4.1995
2008-05-27,273,4.2195
2008-05-27,304,4.2405
2008-05-27,335,4.2595
2008-05-27,365,4.277
2008-05-27,547,4.2965
2008-05-27,730,4.2989999999999995
2008-05-27,1095,4.2545
2008-05-27,2190,4.252
2008-05-27,2555,4.2835
2008-05-27,2920,4.3175
2008-05-27,3285,4.3585
2008-05-28,30,4.038
2008-05-28,61,4.053999999999999
2008-05-28,91,4.0735
2008-05-28,122,4.1
2008-05-28,152,4.1265
2008-05-28,182,4.149
